Date,number
2019-01-01,359
2019-02-01,420
2019-03-01,411
2019-04-01,424
2019-05-01,406
2019-06-01,385
2019-07-01,341
2019-08-01,413
2019-09-01,438
2019-10-01,448
2019-11-01,500
2019-12-01,457
2019-13-01,414
2019-14-01,458
2019-15-01,424
2019-16-01,453
2019-17-01,439
2019-18-01,498
2019-19-01,390
2019-20-01,307
2019-21-01,415
2019-22-01,390
2019-23-01,387
2019-24-01,434
2019-25-01,471
2019-26-01,451
2019-27-01,397
2019-28-01,431
2019-29-01,363
2019-30-01,391
2019-31-01,383
2019-01-02,428
2019-02-02,434
2019-03-02,406
2019-04-02,446
2019-05-02,469
2019-06-02,447
2019-07-02,496
2019-08-02,512
2019-09-02,528
2019-10-02,429
2019-11-02,475
2019-12-02,370
2019-13-02,481
2019-14-02,535
2019-15-02,518
2019-16-02,502
2019-17-02,421
2019-18-02,477
2019-19-02,462
2019-20-02,445
2019-21-02,494
2019-22-02,532
2019-23-02,490
2019-24-02,469
2019-25-02,507
2019-26-02,513
2019-27-02,485
2019-28-02,484
2019-01-03,581
2019-02-03,550
2019-03-03,544
2019-04-03,547
2019-05-03,519
2019-06-03,455
2019-07-03,522
2019-08-03,594
2019-09-03,570
2019-10-03,507
2019-11-03,511
2019-12-03,522
2019-13-03,528
2019-14-03,526
2019-15-03,565
2019-16-03,508
2019-17-03,531
2019-18-03,521
2019-19-03,533
2019-20-03,544
2019-21-03,527
2019-22-03,562
2019-23-03,549
2019-24-03,548
2019-25-03,504
2019-26-03,504
2019-27-03,516
2019-28-03,537
2019-29-03,582
2019-30-03,576
2019-31-03,503
2019-01-04,498
2019-02-04,502
2019-03-04,478
2019-04-04,483
2019-05-04,476
2019-06-04,474
2019-07-04,483
2019-08-04,458
2019-09-04,437
2019-10-04,446
2019-11-04,453
2019-12-04,465
2019-13-04,469
2019-14-04,418
2019-15-04,430
2019-16-04,431
2019-17-04,423
2019-18-04,434
2019-19-04,457
2019-20-04,419
2019-21-04,353
2019-22-04,567
2019-23-04,587
2019-24-04,626
2019-25-04,688
2019-26-04,709
2019-27-04,630
2019-28-04,597
2019-29-04,602
