Date,number
2019-01-01,162
2019-02-01,173
2019-03-01,185
2019-04-01,183
2019-05-01,176
2019-06-01,180
2019-07-01,166
2019-08-01,179
2019-09-01,193
2019-10-01,210
2019-11-01,206
2019-12-01,197
2019-13-01,153
2019-14-01,180
2019-15-01,187
2019-16-01,189
2019-17-01,195
2019-18-01,192
2019-19-01,190
2019-20-01,161
2019-21-01,159
2019-22-01,184
2019-23-01,186
2019-24-01,197
2019-25-01,194
2019-26-01,178
2019-27-01,154
2019-28-01,166
2019-29-01,161
2019-30-01,160
2019-31-01,179
2019-01-02,167
2019-02-02,189
2019-03-02,172
2019-04-02,175
2019-05-02,188
2019-06-02,180
2019-07-02,183
2019-08-02,181
2019-09-02,158
2019-10-02,169
2019-11-02,182
2019-12-02,154
2019-13-02,183
2019-14-02,173
2019-15-02,178
2019-16-02,169
2019-17-02,179
2019-18-02,174
2019-19-02,180
2019-20-02,151
2019-21-02,191
2019-22-02,185
2019-23-02,159
2019-24-02,158
2019-25-02,159
2019-26-02,183
2019-27-02,174
2019-28-02,183
2019-01-03,192
2019-02-03,187
2019-03-03,182
2019-04-03,205
2019-05-03,180
2019-06-03,193
2019-07-03,201
2019-08-03,219
2019-09-03,209
2019-10-03,174
2019-11-03,194
2019-12-03,177
2019-13-03,211
2019-14-03,210
2019-15-03,211
2019-16-03,212
2019-17-03,179
2019-18-03,174
2019-19-03,202
2019-20-03,193
2019-21-03,187
2019-22-03,190
2019-23-03,210
2019-24-03,180
2019-25-03,180
2019-26-03,170
2019-27-03,184
2019-28-03,188
2019-29-03,202
2019-30-03,210
2019-31-03,157
2019-01-04,194
2019-02-04,202
2019-03-04,173
2019-04-04,169
2019-05-04,181
2019-06-04,174
2019-07-04,183
2019-08-04,183
2019-09-04,192
2019-10-04,217
2019-11-04,191
2019-12-04,192
2019-13-04,234
2019-14-04,181
2019-15-04,223
2019-16-04,207
2019-17-04,218
2019-18-04,206
2019-19-04,202
2019-20-04,190
2019-21-04,150
2019-22-04,235
2019-23-04,235
2019-24-04,217
2019-25-04,235
2019-26-04,267
2019-27-04,227
2019-28-04,212
2019-29-04,239
2019-30-04,204
2019-01-05,229
2019-02-05,236
2019-03-05,252
2019-04-05,224
2019-05-05,211
2019-06-05,204
2019-07-05,207
2019-08-05,213
2019-09-05,219
2019-10-05,238
2019-11-05,244
2019-12-05,197
2019-13-05,207
2019-14-05,245
2019-15-05,247
2019-16-05,277
2019-17-05,291
2019-18-05,253
2019-19-05,215
