Date,number
2019-01-01,319
2019-02-01,393
2019-03-01,384
2019-04-01,405
2019-05-01,394
2019-06-01,340
2019-07-01,343
2019-08-01,394
2019-09-01,431
2019-10-01,422
2019-11-01,445
2019-12-01,411
2019-13-01,362
2019-14-01,413
2019-15-01,403
2019-16-01,401
2019-17-01,414
2019-18-01,451
2019-19-01,397
2019-20-01,317
2019-21-01,368
2019-22-01,422
2019-23-01,408
2019-24-01,392
2019-25-01,460
2019-26-01,435
2019-27-01,377
2019-28-01,424
2019-29-01,343
2019-30-01,342
2019-31-01,364
2019-01-02,417
2019-02-02,409
2019-03-02,353
2019-04-02,412
2019-05-02,405
2019-06-02,407
2019-07-02,421
2019-08-02,435
2019-09-02,418
2019-10-02,385
2019-11-02,433
2019-12-02,313
2019-13-02,375
2019-14-02,436
2019-15-02,403
2019-16-02,394
2019-17-02,362
2019-18-02,348
2019-19-02,420
2019-20-02,359
2019-21-02,396
2019-22-02,465
2019-23-02,394
2019-24-02,352
2019-25-02,389
2019-26-02,415
2019-27-02,393
2019-28-02,391
2019-01-03,414
2019-02-03,426
2019-03-03,371
2019-04-03,350
2019-05-03,383
2019-06-03,390
2019-07-03,389
2019-08-03,399
2019-09-03,381
2019-10-03,333
2019-11-03,406
2019-12-03,394
2019-13-03,388
2019-14-03,421
2019-15-03,433
2019-16-03,396
2019-17-03,355
2019-18-03,400
2019-19-03,402
2019-20-03,427
2019-21-03,399
2019-22-03,472
2019-23-03,469
2019-24-03,426
2019-25-03,421
2019-26-03,434
2019-27-03,439
2019-28-03,438
2019-29-03,438
2019-30-03,429
2019-31-03,368
2019-01-04,417
2019-02-04,415
2019-03-04,453
2019-04-04,467
2019-05-04,486
2019-06-04,466
2019-07-04,424
2019-08-04,422
2019-09-04,445
2019-10-04,453
2019-11-04,424
2019-12-04,449
2019-13-04,468
2019-14-04,409
2019-15-04,444
2019-16-04,429
2019-17-04,416
2019-18-04,447
2019-19-04,436
2019-20-04,434
2019-21-04,360
2019-22-04,445
