Date,number
2019-01-01,126
2019-02-01,170
2019-03-01,204
2019-04-01,206
2019-05-01,187
2019-06-01,165
2019-07-01,138
2019-08-01,196
2019-09-01,171
2019-10-01,184
2019-11-01,215
2019-12-01,197
2019-13-01,155
2019-14-01,190
2019-15-01,190
2019-16-01,188
2019-17-01,201
2019-18-01,216
2019-19-01,191
2019-20-01,169
2019-21-01,177
2019-22-01,195
2019-23-01,204
2019-24-01,214
2019-25-01,210
2019-26-01,235
2019-27-01,182
2019-28-01,201
2019-29-01,204
2019-30-01,207
2019-31-01,187
2019-01-02,208
2019-02-02,216
2019-03-02,195
2019-04-02,191
2019-05-02,212
2019-06-02,216
2019-07-02,201
2019-08-02,244
2019-09-02,226
2019-10-02,186
2019-11-02,202
2019-12-02,163
2019-13-02,206
2019-14-02,206
2019-15-02,172
2019-16-02,192
2019-17-02,197
2019-18-02,187
2019-19-02,206
2019-20-02,118
2019-21-02,223
2019-22-02,226
2019-23-02,220
2019-24-02,167
2019-25-02,188
2019-26-02,205
2019-27-02,209
2019-28-02,216
2019-01-03,206
2019-02-03,192
2019-03-03,168
2019-04-03,174
2019-05-03,189
2019-06-03,187
2019-07-03,207
2019-08-03,191
2019-09-03,205
2019-10-03,174
2019-11-03,193
2019-12-03,169
2019-13-03,194
2019-14-03,207
2019-15-03,215
2019-16-03,235
2019-17-03,201
2019-18-03,199
2019-19-03,186
2019-20-03,188
2019-21-03,213
2019-22-03,215
2019-23-03,203
2019-24-03,169
2019-25-03,172
2019-26-03,201
2019-27-03,201
2019-28-03,184
2019-29-03,175
2019-30-03,202
2019-31-03,159
2019-01-04,225
2019-02-04,228
2019-03-04,221
2019-04-04,235
2019-05-04,222
2019-06-04,246
2019-07-04,181
2019-08-04,224
2019-09-04,219
2019-10-04,230
2019-11-04,213
2019-12-04,225
2019-13-04,208
2019-14-04,212
2019-15-04,211
2019-16-04,191
2019-17-04,190
2019-18-04,178
2019-19-04,164
2019-20-04,178
2019-21-04,165
2019-22-04,198
2019-23-04,225
2019-24-04,207
2019-25-04,222
2019-26-04,248
2019-27-04,238
2019-28-04,200
2019-29-04,218
2019-30-04,199
2019-01-05,220
2019-02-05,219
2019-03-05,233
2019-04-05,236
2019-05-05,178
2019-06-05,230
2019-07-05,210
2019-08-05,233
2019-09-05,253
2019-10-05,236
2019-11-05,250
2019-12-05,196
2019-13-05,232
2019-14-05,232
2019-15-05,247
2019-16-05,260
2019-17-05,229
2019-18-05,254
2019-19-05,231
2019-20-05,239
2019-21-05,237
2019-22-05,240
2019-23-05,247
2019-24-05,252
2019-25-05,234
2019-26-05,211
2019-27-05,193
2019-28-05,225
2019-29-05,234
2019-30-05,236
2019-31-05,240
2019-01-06,233
2019-02-06,212
2019-03-06,245
2019-04-06,268
2019-05-06,285
2019-06-06,251
2019-07-06,259
2019-08-06,278
2019-09-06,213
2019-10-06,256
2019-11-06,246
2019-12-06,236
2019-13-06,252
2019-14-06,251
2019-15-06,235
2019-16-06,245
2019-17-06,233
2019-18-06,232
2019-19-06,223
2019-20-06,262
2019-21-06,244
2019-22-06,209
2019-23-06,226
2019-24-06,223
2019-25-06,226
2019-26-06,214
2019-27-06,227
2019-28-06,218
2019-29-06,225
2019-30-06,186
2019-01-07,181
2019-02-07,186
2019-03-07,219
2019-04-07,198
2019-05-07,199
2019-06-07,185
2019-07-07,188
2019-08-07,229
2019-09-07,210
2019-10-07,238
2019-11-07,236
2019-12-07,234
2019-13-07,204
2019-14-07,196
2019-15-07,202
2019-16-07,229
2019-17-07,244
2019-18-07,228
2019-19-07,245
2019-20-07,218
2019-21-07,206
2019-22-07,218
2019-23-07,246
2019-24-07,227
2019-25-07,213
2019-26-07,219
2019-27-07,214
2019-28-07,178
2019-29-07,196
2019-30-07,211
2019-31-07,210
2019-01-08,214
2019-02-08,204
2019-03-08,179
2019-04-08,180
2019-05-08,202
2019-06-08,226
2019-07-08,235
2019-08-08,236
2019-09-08,245
2019-10-08,221
2019-11-08,187
2019-12-08,234
2019-13-08,218
2019-14-08,217
2019-15-08,231
2019-16-08,223
2019-17-08,223
2019-18-08,226
2019-19-08,218
2019-20-08,235
2019-21-08,235
2019-22-08,227
2019-23-08,227
2019-24-08,219
2019-25-08,191
2019-26-08,225
2019-27-08,228
2019-28-08,230
2019-29-08,256
2019-30-08,262
2019-31-08,228
2019-01-09,184
2019-02-09,173
2019-03-09,219
2019-04-09,226
2019-05-09,224
2019-06-09,232
2019-07-09,226
2019-08-09,217
2019-09-09,195
2019-10-09,232
2019-11-09,227
2019-12-09,212
2019-13-09,252
2019-14-09,211
2019-15-09,219
2019-16-09,222
2019-17-09,234
2019-18-09,229
2019-19-09,254
2019-20-09,247
2019-21-09,265
2019-22-09,199
2019-23-09,209
2019-24-09,223
2019-25-09,220
2019-26-09,239
2019-27-09,230
2019-28-09,211
2019-29-09,203
2019-30-09,204
2019-01-10,220
2019-02-10,221
2019-03-10,225
2019-04-10,234
2019-05-10,228
2019-06-10,202
2019-07-10,217
2019-08-10,228
2019-09-10,218
2019-10-10,226
2019-11-10,273
2019-12-10,233
2019-13-10,205
2019-14-10,227
2019-15-10,260
2019-16-10,230
2019-17-10,237
2019-18-10,254
2019-19-10,231
2019-20-10,191
2019-21-10,207
2019-22-10,216
2019-23-10,215
2019-24-10,212
2019-25-10,239
2019-26-10,205
2019-27-10,173
2019-28-10,188
2019-29-10,191
2019-30-10,206
2019-31-10,220
2019-01-11,221
2019-02-11,239
2019-03-11,184
2019-04-11,223
2019-05-11,213
2019-06-11,196
2019-07-11,223
2019-08-11,225
2019-09-11,191
2019-10-11,193
2019-11-11,200
2019-12-11,182
2019-13-11,168
2019-14-11,203
2019-15-11,208
2019-16-11,212
2019-17-11,190
2019-18-11,183
2019-19-11,209
2019-20-11,199
2019-21-11,206
2019-22-11,216
2019-23-11,184
2019-24-11,161
2019-25-11,181
2019-26-11,190
2019-27-11,182
2019-28-11,105
2019-29-11,147
2019-30-11,155
2019-01-12,185
2019-02-12,165
2019-03-12,191
2019-04-12,195
2019-05-12,218
2019-06-12,223
2019-07-12,217
2019-08-12,199
2019-09-12,185
2019-10-12,208
2019-11-12,212
2019-12-12,211
2019-13-12,209
2019-14-12,200
2019-15-12,187
2019-16-12,204
2019-17-12,224
2019-18-12,200
2019-19-12,224
2019-20-12,226
2019-21-12,250
2019-22-12,230
2019-23-12,211
