Date,number
2019-01-01,108
2019-02-01,141
2019-03-01,166
2019-04-01,153
2019-05-01,146
2019-06-01,138
2019-07-01,128
2019-08-01,171
2019-09-01,164
2019-10-01,173
2019-11-01,181
2019-12-01,175
2019-13-01,151
2019-14-01,135
2019-15-01,157
2019-16-01,166
2019-17-01,166
2019-18-01,174
2019-19-01,146
2019-20-01,141
2019-21-01,136
2019-22-01,157
2019-23-01,161
2019-24-01,168
2019-25-01,174
2019-26-01,175
2019-27-01,146
2019-28-01,182
2019-29-01,145
2019-30-01,161
2019-31-01,118
2019-01-02,170
2019-02-02,165
2019-03-02,167
2019-04-02,162
2019-05-02,197
2019-06-02,181
2019-07-02,180
2019-08-02,183
2019-09-02,172
2019-10-02,182
2019-11-02,196
2019-12-02,144
2019-13-02,148
2019-14-02,175
2019-15-02,188
2019-16-02,167
2019-17-02,169
2019-18-02,185
2019-19-02,190
2019-20-02,168
2019-21-02,171
2019-22-02,198
2019-23-02,174
2019-24-02,167
2019-25-02,172
2019-26-02,175
2019-27-02,184
2019-28-02,176
2019-01-03,211
2019-02-03,183
2019-03-03,186
2019-04-03,154
2019-05-03,166
2019-06-03,164
2019-07-03,165
2019-08-03,188
2019-09-03,148
2019-10-03,149
2019-11-03,169
2019-12-03,176
2019-13-03,171
2019-14-03,178
2019-15-03,160
2019-16-03,159
2019-17-03,158
2019-18-03,177
2019-19-03,195
2019-20-03,187
2019-21-03,151
2019-22-03,177
2019-23-03,169
2019-24-03,162
2019-25-03,185
2019-26-03,174
2019-27-03,172
2019-28-03,185
2019-29-03,191
2019-30-03,191
2019-31-03,156
2019-01-04,166
2019-02-04,200
2019-03-04,185
2019-04-04,182
2019-05-04,173
2019-06-04,160
2019-07-04,163
2019-08-04,170
2019-09-04,160
2019-10-04,180
2019-11-04,185
2019-12-04,172
2019-13-04,192
2019-14-04,187
2019-15-04,198
2019-16-04,170
2019-17-04,192
2019-18-04,181
2019-19-04,161
2019-20-04,160
2019-21-04,133
2019-22-04,187
2019-23-04,183
2019-24-04,212
2019-25-04,189
2019-26-04,183
2019-27-04,181
2019-28-04,153
2019-29-04,172
2019-30-04,162
2019-01-05,200
2019-02-05,189
2019-03-05,214
2019-04-05,189
2019-05-05,172
2019-06-05,176
2019-07-05,194
2019-08-05,209
2019-09-05,217
2019-10-05,230
2019-11-05,203
2019-12-05,209
2019-13-05,203
2019-14-05,221
2019-15-05,213
2019-16-05,197
2019-17-05,234
2019-18-05,200
2019-19-05,208
2019-20-05,222
2019-21-05,200
2019-22-05,213
2019-23-05,226
2019-24-05,193
2019-25-05,184
2019-26-05,177
2019-27-05,179
2019-28-05,208
2019-29-05,221
2019-30-05,213
2019-31-05,226
2019-01-06,219
2019-02-06,236
2019-03-06,204
2019-04-06,223
2019-05-06,229
2019-06-06,239
2019-07-06,229
2019-08-06,207
2019-09-06,198
2019-10-06,217
2019-11-06,241
2019-12-06,227
2019-13-06,211
2019-14-06,209
2019-15-06,220
2019-16-06,218
2019-17-06,224
2019-18-06,223
2019-19-06,240
2019-20-06,234
2019-21-06,249
2019-22-06,205
2019-23-06,203
2019-24-06,230
2019-25-06,215
2019-26-06,211
2019-27-06,208
2019-28-06,210
2019-29-06,224
2019-30-06,243
2019-01-07,261
2019-02-07,283
2019-03-07,254
2019-04-07,230
2019-05-07,257
2019-06-07,257
2019-07-07,206
2019-08-07,267
2019-09-07,244
2019-10-07,257
2019-11-07,269
2019-12-07,267
2019-13-07,235
2019-14-07,245
2019-15-07,243
2019-16-07,302
2019-17-07,287
