Date,number
2019-01-01,133
2019-02-01,173
2019-03-01,166
2019-04-01,197
2019-05-01,168
2019-06-01,144
2019-07-01,138
2019-08-01,184
2019-09-01,203
2019-10-01,212
2019-11-01,231
2019-12-01,200
2019-13-01,159
2019-14-01,188
2019-15-01,205
2019-16-01,181
2019-17-01,212
2019-18-01,221
2019-19-01,206
2019-20-01,148
2019-21-01,181
2019-22-01,221
2019-23-01,199
2019-24-01,206
2019-25-01,218
2019-26-01,216
2019-27-01,203
2019-28-01,189
2019-29-01,172
2019-30-01,183
2019-31-01,173
2019-01-02,213
2019-02-02,178
2019-03-02,162
2019-04-02,168
2019-05-02,183
2019-06-02,175
2019-07-02,197
2019-08-02,204
2019-09-02,198
2019-10-02,162
2019-11-02,189
2019-12-02,157
2019-13-02,189
2019-14-02,223
2019-15-02,193
2019-16-02,217
2019-17-02,169
2019-18-02,183
2019-19-02,218
2019-20-02,155
2019-21-02,224
2019-22-02,218
2019-23-02,214
2019-24-02,180
2019-25-02,212
2019-26-02,196
2019-27-02,212
2019-28-02,214
2019-01-03,249
2019-02-03,253
2019-03-03,209
2019-04-03,219
2019-05-03,236
2019-06-03,226
2019-07-03,253
2019-08-03,237
2019-09-03,213
2019-10-03,198
2019-11-03,229
2019-12-03,251
2019-13-03,261
2019-14-03,232
2019-15-03,247
2019-16-03,234
2019-17-03,188
2019-18-03,223
2019-19-03,232
2019-20-03,234
2019-21-03,232
2019-22-03,256
2019-23-03,235
2019-24-03,200
2019-25-03,227
2019-26-03,225
2019-27-03,238
2019-28-03,224
2019-29-03,239
2019-30-03,218
2019-31-03,194
2019-01-04,233
2019-02-04,220
2019-03-04,242
2019-04-04,260
2019-05-04,232
2019-06-04,228
2019-07-04,208
2019-08-04,224
2019-09-04,235
2019-10-04,261
2019-11-04,260
2019-12-04,247
2019-13-04,239
2019-14-04,224
2019-15-04,224
2019-16-04,231
2019-17-04,234
2019-18-04,245
2019-19-04,239
2019-20-04,230
2019-21-04,180
2019-22-04,217
2019-23-04,225
2019-24-04,267
2019-25-04,254
2019-26-04,263
2019-27-04,236
2019-28-04,208
2019-29-04,230
2019-30-04,239
2019-01-05,232
2019-02-05,251
2019-03-05,250
2019-04-05,254
2019-05-05,214
2019-06-05,230
2019-07-05,254
2019-08-05,263
2019-09-05,276
2019-10-05,288
2019-11-05,279
2019-12-05,228
2019-13-05,241
2019-14-05,279
2019-15-05,282
2019-16-05,274
2019-17-05,309
2019-18-05,295
2019-19-05,251
2019-20-05,260
2019-21-05,274
2019-22-05,255
2019-23-05,264
2019-24-05,261
2019-25-05,243
2019-26-05,231
2019-27-05,185
2019-28-05,248
2019-29-05,227
2019-30-05,285
2019-31-05,288
2019-01-06,313
2019-02-06,326
2019-03-06,261
2019-04-06,299
2019-05-06,296
2019-06-06,297
2019-07-06,327
2019-08-06,292
2019-09-06,272
2019-10-06,267
2019-11-06,281
2019-12-06,262
2019-13-06,273
2019-14-06,300
2019-15-06,246
2019-16-06,240
2019-17-06,241
2019-18-06,268
2019-19-06,280
2019-20-06,302
2019-21-06,300
2019-22-06,271
2019-23-06,249
2019-24-06,234
2019-25-06,240
2019-26-06,245
2019-27-06,253
2019-28-06,287
2019-29-06,250
2019-30-06,250
2019-01-07,233
2019-02-07,263
2019-03-07,273
2019-04-07,224
2019-05-07,257
2019-06-07,269
2019-07-07,217
2019-08-07,249
2019-09-07,252
2019-10-07,251
2019-11-07,242
2019-12-07,266
2019-13-07,266
2019-14-07,228
2019-15-07,219
2019-16-07,242
2019-17-07,293
2019-18-07,306
2019-19-07,249
2019-20-07,242
2019-21-07,213
2019-22-07,252
2019-23-07,249
2019-24-07,268
2019-25-07,281
2019-26-07,265
2019-27-07,254
2019-28-07,213
2019-29-07,197
2019-30-07,223
2019-31-07,227
2019-01-08,231
2019-02-08,234
2019-03-08,257
2019-04-08,216
2019-05-08,239
2019-06-08,264
2019-07-08,256
2019-08-08,273
2019-09-08,259
2019-10-08,254
2019-11-08,227
2019-12-08,261
2019-13-08,255
2019-14-08,263
2019-15-08,303
2019-16-08,284
2019-17-08,294
2019-18-08,248
2019-19-08,253
2019-20-08,263
2019-21-08,285
2019-22-08,259
2019-23-08,277
2019-24-08,220
2019-25-08,229
2019-26-08,231
2019-27-08,256
2019-28-08,259
2019-29-08,284
2019-30-08,282
2019-31-08,245
2019-01-09,236
2019-02-09,211
2019-03-09,277
2019-04-09,314
2019-05-09,295
2019-06-09,283
2019-07-09,268
2019-08-09,224
2019-09-09,302
2019-10-09,286
2019-11-09,304
2019-12-09,291
2019-13-09,323
2019-14-09,316
2019-15-09,251
2019-16-09,293
2019-17-09,280
2019-18-09,281
2019-19-09,281
2019-20-09,269
2019-21-09,289
2019-22-09,229
2019-23-09,243
2019-24-09,283
2019-25-09,257
2019-26-09,287
2019-27-09,282
2019-28-09,288
2019-29-09,274
2019-30-09,275
2019-01-10,304
2019-02-10,297
2019-03-10,302
2019-04-10,310
2019-05-10,288
2019-06-10,272
2019-07-10,271
2019-08-10,303
2019-09-10,305
2019-10-10,307
2019-11-10,329
2019-12-10,302
2019-13-10,245
2019-14-10,275
2019-15-10,276
2019-16-10,285
2019-17-10,298
2019-18-10,301
2019-19-10,294
2019-20-10,244
2019-21-10,269
2019-22-10,258
2019-23-10,298
2019-24-10,294
2019-25-10,302
2019-26-10,293
2019-27-10,241
2019-28-10,258
2019-29-10,256
2019-30-10,253
2019-31-10,262
2019-01-11,257
2019-02-11,262
2019-03-11,233
2019-04-11,251
2019-05-11,274
2019-06-11,247
2019-07-11,252
2019-08-11,264
2019-09-11,267
2019-10-11,252
2019-11-11,266
2019-12-11,261
2019-13-11,284
2019-14-11,270
2019-15-11,291
2019-16-11,273
2019-17-11,238
2019-18-11,274
2019-19-11,284
2019-20-11,269
2019-21-11,292
2019-22-11,296
2019-23-11,289
2019-24-11,246
2019-25-11,296
2019-26-11,339
2019-27-11,311
2019-28-11,243
2019-29-11,276
2019-30-11,271
2019-01-12,235
2019-02-12,272
2019-03-12,282
2019-04-12,293
2019-05-12,305
2019-06-12,334
2019-07-12,328
2019-08-12,282
2019-09-12,289
2019-10-12,307
2019-11-12,305
2019-12-12,298
2019-13-12,312
2019-14-12,348
2019-15-12,297
2019-16-12,274
2019-17-12,277
2019-18-12,307
2019-19-12,331
2019-20-12,341
2019-21-12,329
2019-22-12,286
2019-23-12,345
