Date,number
2019-01-01,258
2019-02-01,268
2019-03-01,286
2019-04-01,300
2019-05-01,269
2019-06-01,279
2019-07-01,310
2019-08-01,280
2019-09-01,328
2019-10-01,291
2019-11-01,344
2019-12-01,314
2019-13-01,266
2019-14-01,288
2019-15-01,276
2019-16-01,286
2019-17-01,278
2019-18-01,288
2019-19-01,271
2019-20-01,232
2019-21-01,267
2019-22-01,278
2019-23-01,288
2019-24-01,275
2019-25-01,279
2019-26-01,262
2019-27-01,231
2019-28-01,289
2019-29-01,282
2019-30-01,275
2019-31-01,263
2019-01-02,295
2019-02-02,260
2019-03-02,266
2019-04-02,261
2019-05-02,273
2019-06-02,287
2019-07-02,265
2019-08-02,264
2019-09-02,269
2019-10-02,266
2019-11-02,301
2019-12-02,308
2019-13-02,319
2019-14-02,308
2019-15-02,308
2019-16-02,289
2019-17-02,266
2019-18-02,268
2019-19-02,287
2019-20-02,256
2019-21-02,292
2019-22-02,313
2019-23-02,266
2019-24-02,232
2019-25-02,258
2019-26-02,232
2019-27-02,250
2019-28-02,228
2019-01-03,287
2019-02-03,252
2019-03-03,249
2019-04-03,264
2019-05-03,242
2019-06-03,250
2019-07-03,259
2019-08-03,261
2019-09-03,248
2019-10-03,225
2019-11-03,264
2019-12-03,280
2019-13-03,262
2019-14-03,263
2019-15-03,295
2019-16-03,251
2019-17-03,228
2019-18-03,264
2019-19-03,269
2019-20-03,282
2019-21-03,253
2019-22-03,274
2019-23-03,254
2019-24-03,251
2019-25-03,273
2019-26-03,259
2019-27-03,290
2019-28-03,265
2019-29-03,307
2019-30-03,265
2019-31-03,233
2019-01-04,269
2019-02-04,260
2019-03-04,268
2019-04-04,265
2019-05-04,277
2019-06-04,274
2019-07-04,212
2019-08-04,264
2019-09-04,252
2019-10-04,256
2019-11-04,265
2019-12-04,263
2019-13-04,276
2019-14-04,251
2019-15-04,278
2019-16-04,286
2019-17-04,254
2019-18-04,265
2019-19-04,273
2019-20-04,250
2019-21-04,219
2019-22-04,227
2019-23-04,273
2019-24-04,266
2019-25-04,276
2019-26-04,288
2019-27-04,236
2019-28-04,217
2019-29-04,235
2019-30-04,252
2019-01-05,277
2019-02-05,284
2019-03-05,289
2019-04-05,272
2019-05-05,207
2019-06-05,245
2019-07-05,254
2019-08-05,266
2019-09-05,272
2019-10-05,264
2019-11-05,245
2019-12-05,218
2019-13-05,279
2019-14-05,248
2019-15-05,251
2019-16-05,256
2019-17-05,269
2019-18-05,252
2019-19-05,210
2019-20-05,220
2019-21-05,247
2019-22-05,267
2019-23-05,234
2019-24-05,252
2019-25-05,241
2019-26-05,184
2019-27-05,203
2019-28-05,257
2019-29-05,235
2019-30-05,247
2019-31-05,292
2019-01-06,249
2019-02-06,235
2019-03-06,259
2019-04-06,280
2019-05-06,265
2019-06-06,276
2019-07-06,282
2019-08-06,254
2019-09-06,254
2019-10-06,249
2019-11-06,225
2019-12-06,241
2019-13-06,210
2019-14-06,264
2019-15-06,226
2019-16-06,184
2019-17-06,227
2019-18-06,224
2019-19-06,221
2019-20-06,218
2019-21-06,267
2019-22-06,237
2019-23-06,204
2019-24-06,251
2019-25-06,231
2019-26-06,225
2019-27-06,226
2019-28-06,286
2019-29-06,208
2019-30-06,225
2019-01-07,241
2019-02-07,219
2019-03-07,226
2019-04-07,207
2019-05-07,224
2019-06-07,213
2019-07-07,191
2019-08-07,211
2019-09-07,213
2019-10-07,213
2019-11-07,217
2019-12-07,246
2019-13-07,216
2019-14-07,228
2019-15-07,227
2019-16-07,207
2019-17-07,224
2019-18-07,206
2019-19-07,256
2019-20-07,226
2019-21-07,190
2019-22-07,224
2019-23-07,208
2019-24-07,208
2019-25-07,213
2019-26-07,244
2019-27-07,200
2019-28-07,180
2019-29-07,179
2019-30-07,181
2019-31-07,177
2019-01-08,197
2019-02-08,219
2019-03-08,193
2019-04-08,212
2019-05-08,196
2019-06-08,201
2019-07-08,202
2019-08-08,213
2019-09-08,219
2019-10-08,259
2019-11-08,193
2019-12-08,215
2019-13-08,212
2019-14-08,217
2019-15-08,217
2019-16-08,243
2019-17-08,191
2019-18-08,202
2019-19-08,202
2019-20-08,199
2019-21-08,194
2019-22-08,214
2019-23-08,242
2019-24-08,249
2019-25-08,206
2019-26-08,226
2019-27-08,231
2019-28-08,222
2019-29-08,202
2019-30-08,230
2019-31-08,197
2019-01-09,199
2019-02-09,213
2019-03-09,249
2019-04-09,257
2019-05-09,221
2019-06-09,221
2019-07-09,214
2019-08-09,203
2019-09-09,216
2019-10-09,257
2019-11-09,259
2019-12-09,242
2019-13-09,246
2019-14-09,245
2019-15-09,234
2019-16-09,239
2019-17-09,253
2019-18-09,228
2019-19-09,254
2019-20-09,247
2019-21-09,233
2019-22-09,217
2019-23-09,215
2019-24-09,231
2019-25-09,205
2019-26-09,205
2019-27-09,205
2019-28-09,190
2019-29-09,165
2019-30-09,187
2019-01-10,221
2019-02-10,221
2019-03-10,201
2019-04-10,222
2019-05-10,191
2019-06-10,161
2019-07-10,182
2019-08-10,200
2019-09-10,183
2019-10-10,197
2019-11-10,239
2019-12-10,197
2019-13-10,186
2019-14-10,167
2019-15-10,230
2019-16-10,192
2019-17-10,194
2019-18-10,236
2019-19-10,206
2019-20-10,210
2019-21-10,201
2019-22-10,227
2019-23-10,217
2019-24-10,229
2019-25-10,212
2019-26-10,199
2019-27-10,169
2019-28-10,198
2019-29-10,199
2019-30-10,194
2019-31-10,198
2019-01-11,214
2019-02-11,182
2019-03-11,174
2019-04-11,223
2019-05-11,200
2019-06-11,197
2019-07-11,207
2019-08-11,200
2019-09-11,184
2019-10-11,171
2019-11-11,176
2019-12-11,200
2019-13-11,191
2019-14-11,196
2019-15-11,228
2019-16-11,218
2019-17-11,188
2019-18-11,204
2019-19-11,207
2019-20-11,195
2019-21-11,194
2019-22-11,226
2019-23-11,172
2019-24-11,175
2019-25-11,212
2019-26-11,214
2019-27-11,226
2019-28-11,178
2019-29-11,207
2019-30-11,183
2019-01-12,166
2019-02-12,193
2019-03-12,206
2019-04-12,213
2019-05-12,188
2019-06-12,219
2019-07-12,198
2019-08-12,156
2019-09-12,190
2019-10-12,204
2019-11-12,194
2019-12-12,204
2019-13-12,231
2019-14-12,170
2019-15-12,158
2019-16-12,204
2019-17-12,221
2019-18-12,234
2019-19-12,229
2019-20-12,220
2019-21-12,216
2019-22-12,228
2019-23-12,240
