Date,number
2019-01-01,94
2019-02-01,117
2019-03-01,95
2019-04-01,104
2019-05-01,96
2019-06-01,90
2019-07-01,109
2019-08-01,99
2019-09-01,122
2019-10-01,128
2019-11-01,104
2019-12-01,109
2019-13-01,108
2019-14-01,100
2019-15-01,108
2019-16-01,111
2019-17-01,128
2019-18-01,113
2019-19-01,112
2019-20-01,105
2019-21-01,96
2019-22-01,107
2019-23-01,106
2019-24-01,104
2019-25-01,109
2019-26-01,109
2019-27-01,86
2019-28-01,87
2019-29-01,92
2019-30-01,95
2019-31-01,84
2019-01-02,112
2019-02-02,103
2019-03-02,104
2019-04-02,87
2019-05-02,104
2019-06-02,102
2019-07-02,103
2019-08-02,105
2019-09-02,77
2019-10-02,83
2019-11-02,89
2019-12-02,105
2019-13-02,110
2019-14-02,128
2019-15-02,129
2019-16-02,121
2019-17-02,101
2019-18-02,111
2019-19-02,130
2019-20-02,140
2019-21-02,118
2019-22-02,139
2019-23-02,106
2019-24-02,97
2019-25-02,123
2019-26-02,120
2019-27-02,124
2019-28-02,115
2019-01-03,140
2019-02-03,122
2019-03-03,115
2019-04-03,101
2019-05-03,103
2019-06-03,109
2019-07-03,117
2019-08-03,144
2019-09-03,122
2019-10-03,119
2019-11-03,137
2019-12-03,123
2019-13-03,135
2019-14-03,145
2019-15-03,135
2019-16-03,129
2019-17-03,119
2019-18-03,121
2019-19-03,145
2019-20-03,140
2019-21-03,119
2019-22-03,135
2019-23-03,127
2019-24-03,116
2019-25-03,121
2019-26-03,128
2019-27-03,126
2019-28-03,127
2019-29-03,131
2019-30-03,123
2019-31-03,106
2019-01-04,116
2019-02-04,133
2019-03-04,112
2019-04-04,109
2019-05-04,122
2019-06-04,123
2019-07-04,117
2019-08-04,115
2019-09-04,97
2019-10-04,117
2019-11-04,95
2019-12-04,107
2019-13-04,100
2019-14-04,103
2019-15-04,112
2019-16-04,105
2019-17-04,104
2019-18-04,106
2019-19-04,110
2019-20-04,102
2019-21-04,108
2019-22-04,96
2019-23-04,112
2019-24-04,115
2019-25-04,113
2019-26-04,113
2019-27-04,96
2019-28-04,94
2019-29-04,99
2019-30-04,93
2019-01-05,111
2019-02-05,99
2019-03-05,108
2019-04-05,85
2019-05-05,84
2019-06-05,95
2019-07-05,113
2019-08-05,112
2019-09-05,106
2019-10-05,130
2019-11-05,117
2019-12-05,100
2019-13-05,108
2019-14-05,103
2019-15-05,110
2019-16-05,116
2019-17-05,131
2019-18-05,107
2019-19-05,85
2019-20-05,85
2019-21-05,89
2019-22-05,76
2019-23-05,92
2019-24-05,103
2019-25-05,93
2019-26-05,83
2019-27-05,92
2019-28-05,83
2019-29-05,87
2019-30-05,90
2019-31-05,89
2019-01-06,99
2019-02-06,92
2019-03-06,114
2019-04-06,98
2019-05-06,112
2019-06-06,88
2019-07-06,109
2019-08-06,98
2019-09-06,87
2019-10-06,98
2019-11-06,74
2019-12-06,88
2019-13-06,98
2019-14-06,93
2019-15-06,92
2019-16-06,86
2019-17-06,87
2019-18-06,93
2019-19-06,105
2019-20-06,123
2019-21-06,107
2019-22-06,97
2019-23-06,100
2019-24-06,125
2019-25-06,120
2019-26-06,112
2019-27-06,111
2019-28-06,127
2019-29-06,97
2019-30-06,99
2019-01-07,127
2019-02-07,137
2019-03-07,143
2019-04-07,119
2019-05-07,137
2019-06-07,109
2019-07-07,119
2019-08-07,132
2019-09-07,123
2019-10-07,117
2019-11-07,121
2019-12-07,140
2019-13-07,121
2019-14-07,113
2019-15-07,119
2019-16-07,119
2019-17-07,127
2019-18-07,137
2019-19-07,127
2019-20-07,109
2019-21-07,113
2019-22-07,107
2019-23-07,122
2019-24-07,114
2019-25-07,100
2019-26-07,103
2019-27-07,105
2019-28-07,95
2019-29-07,96
2019-30-07,92
2019-31-07,108
2019-01-08,90
2019-02-08,92
2019-03-08,105
2019-04-08,80
2019-05-08,83
2019-06-08,92
2019-07-08,90
2019-08-08,88
2019-09-08,74
2019-10-08,82
2019-11-08,81
2019-12-08,96
2019-13-08,101
2019-14-08,97
2019-15-08,89
2019-16-08,106
2019-17-08,125
2019-18-08,121
2019-19-08,126
2019-20-08,110
2019-21-08,108
2019-22-08,110
2019-23-08,97
2019-24-08,84
2019-25-08,88
