Date,number
2019-01-01,317
2019-02-01,320
2019-03-01,324
2019-04-01,387
2019-05-01,366
2019-06-01,320
2019-07-01,318
2019-08-01,331
2019-09-01,366
2019-10-01,369
2019-11-01,386
2019-12-01,366
2019-13-01,320
2019-14-01,365
2019-15-01,379
2019-16-01,369
2019-17-01,388
2019-18-01,428
2019-19-01,340
2019-20-01,323
2019-21-01,338
2019-22-01,379
2019-23-01,399
2019-24-01,412
2019-25-01,407
2019-26-01,328
2019-27-01,296
2019-28-01,346
2019-29-01,321
2019-30-01,327
2019-31-01,370
2019-01-02,344
2019-02-02,317
2019-03-02,313
2019-04-02,333
2019-05-02,339
2019-06-02,343
2019-07-02,333
2019-08-02,326
2019-09-02,316
2019-10-02,294
2019-11-02,303
2019-12-02,303
2019-13-02,329
2019-14-02,314
2019-15-02,330
2019-16-02,311
2019-17-02,291
2019-18-02,293
2019-19-02,332
2019-20-02,360
2019-21-02,336
2019-22-02,375
2019-23-02,336
2019-24-02,300
2019-25-02,338
2019-26-02,325
2019-27-02,347
2019-28-02,367
2019-01-03,371
2019-02-03,364
2019-03-03,302
2019-04-03,316
2019-05-03,291
2019-06-03,330
2019-07-03,322
2019-08-03,342
2019-09-03,337
2019-10-03,305
2019-11-03,303
2019-12-03,317
2019-13-03,289
2019-14-03,317
2019-15-03,328
2019-16-03,331
2019-17-03,271
2019-18-03,303
2019-19-03,277
2019-20-03,311
2019-21-03,289
2019-22-03,309
2019-23-03,305
2019-24-03,278
2019-25-03,308
2019-26-03,300
2019-27-03,306
2019-28-03,321
2019-29-03,328
2019-30-03,291
2019-31-03,271
2019-01-04,312
2019-02-04,311
2019-03-04,357
2019-04-04,318
2019-05-04,343
2019-06-04,315
2019-07-04,318
2019-08-04,364
2019-09-04,333
2019-10-04,327
2019-11-04,330
2019-12-04,373
2019-13-04,371
2019-14-04,345
2019-15-04,340
2019-16-04,332
2019-17-04,330
2019-18-04,345
2019-19-04,341
2019-20-04,353
2019-21-04,317
2019-22-04,344
2019-23-04,344
2019-24-04,366
2019-25-04,381
2019-26-04,386
2019-27-04,373
2019-28-04,333
2019-29-04,335
2019-30-04,368
2019-01-05,371
2019-02-05,370
2019-03-05,372
2019-04-05,373
2019-05-05,285
2019-06-05,336
2019-07-05,315
2019-08-05,343
2019-09-05,337
2019-10-05,391
2019-11-05,356
2019-12-05,324
2019-13-05,347
2019-14-05,360
2019-15-05,360
2019-16-05,352
2019-17-05,389
2019-18-05,336
2019-19-05,293
2019-20-05,312
2019-21-05,358
2019-22-05,352
2019-23-05,343
2019-24-05,367
2019-25-05,388
2019-26-05,326
2019-27-05,344
2019-28-05,354
2019-29-05,352
2019-30-05,343
2019-31-05,334
2019-01-06,331
2019-02-06,315
2019-03-06,320
2019-04-06,331
2019-05-06,352
2019-06-06,353
2019-07-06,354
2019-08-06,362
2019-09-06,309
2019-10-06,310
2019-11-06,353
2019-12-06,330
2019-13-06,356
2019-14-06,353
2019-15-06,381
2019-16-06,319
2019-17-06,317
2019-18-06,336
2019-19-06,304
2019-20-06,367
2019-21-06,359
2019-22-06,353
2019-23-06,303
2019-24-06,320
2019-25-06,315
2019-26-06,309
2019-27-06,311
2019-28-06,295
2019-29-06,280
2019-30-06,257
2019-01-07,276
2019-02-07,285
2019-03-07,291
2019-04-07,257
2019-05-07,288
2019-06-07,300
2019-07-07,288
2019-08-07,304
2019-09-07,337
2019-10-07,321
2019-11-07,348
2019-12-07,346
2019-13-07,330
2019-14-07,282
