Date,number
2019-01-01,263
2019-02-01,330
2019-03-01,306
2019-04-01,356
2019-05-01,292
2019-06-01,289
2019-07-01,255
2019-08-01,293
2019-09-01,322
2019-10-01,344
2019-11-01,337
2019-12-01,302
2019-13-01,292
2019-14-01,292
2019-15-01,312
2019-16-01,328
2019-17-01,312
2019-18-01,372
2019-19-01,353
2019-20-01,363
2019-21-01,287
2019-22-01,293
2019-23-01,309
2019-24-01,313
2019-25-01,347
2019-26-01,335
2019-27-01,297
2019-28-01,310
2019-29-01,280
2019-30-01,302
2019-31-01,310
2019-01-02,313
2019-02-02,307
2019-03-02,271
2019-04-02,294
2019-05-02,291
2019-06-02,286
2019-07-02,269
2019-08-02,328
2019-09-02,325
2019-10-02,286
2019-11-02,280
2019-12-02,313
2019-13-02,312
2019-14-02,339
2019-15-02,335
2019-16-02,324
2019-17-02,300
2019-18-02,311
2019-19-02,292
2019-20-02,302
2019-21-02,291
2019-22-02,326
2019-23-02,330
2019-24-02,305
2019-25-02,294
2019-26-02,318
2019-27-02,294
2019-28-02,311
2019-01-03,338
2019-02-03,320
2019-03-03,287
2019-04-03,287
2019-05-03,316
2019-06-03,305
2019-07-03,322
2019-08-03,375
2019-09-03,336
2019-10-03,298
2019-11-03,327
2019-12-03,318
2019-13-03,304
2019-14-03,355
2019-15-03,340
2019-16-03,296
2019-17-03,329
2019-18-03,311
2019-19-03,319
2019-20-03,318
2019-21-03,338
2019-22-03,355
2019-23-03,381
2019-24-03,330
2019-25-03,326
2019-26-03,311
2019-27-03,330
2019-28-03,338
2019-29-03,360
2019-30-03,393
2019-31-03,317
2019-01-04,309
2019-02-04,324
2019-03-04,326
2019-04-04,312
2019-05-04,372
2019-06-04,330
2019-07-04,331
2019-08-04,324
2019-09-04,289
2019-10-04,333
2019-11-04,343
2019-12-04,369
2019-13-04,343
2019-14-04,331
2019-15-04,318
2019-16-04,331
2019-17-04,294
2019-18-04,345
2019-19-04,378
2019-20-04,357
2019-21-04,302
2019-22-04,335
2019-23-04,323
2019-24-04,349
2019-25-04,353
2019-26-04,386
2019-27-04,395
2019-28-04,320
2019-29-04,321
2019-30-04,326
2019-01-05,346
2019-02-05,350
2019-03-05,405
2019-04-05,409
2019-05-05,375
