Date,number
2019-01-01,234
2019-02-01,278
2019-03-01,265
2019-04-01,273
2019-05-01,274
2019-06-01,230
2019-07-01,252
2019-08-01,282
2019-09-01,312
2019-10-01,303
2019-11-01,288
2019-12-01,264
2019-13-01,266
2019-14-01,274
2019-15-01,311
2019-16-01,302
2019-17-01,289
2019-18-01,285
2019-19-01,303
2019-20-01,259
2019-21-01,279
2019-22-01,295
2019-23-01,311
2019-24-01,299
2019-25-01,312
2019-26-01,270
2019-27-01,291
2019-28-01,272
2019-29-01,292
2019-30-01,319
2019-31-01,308
2019-01-02,299
2019-02-02,262
2019-03-02,248
2019-04-02,324
2019-05-02,284
2019-06-02,309
2019-07-02,315
2019-08-02,336
2019-09-02,256
2019-10-02,252
2019-11-02,291
2019-12-02,307
2019-13-02,311
2019-14-02,312
2019-15-02,331
2019-16-02,251
2019-17-02,261
2019-18-02,276
2019-19-02,291
2019-20-02,322
2019-21-02,297
2019-22-02,296
2019-23-02,264
2019-24-02,265
2019-25-02,289
2019-26-02,304
2019-27-02,254
2019-28-02,271
2019-01-03,282
2019-02-03,267
2019-03-03,250
2019-04-03,274
2019-05-03,290
2019-06-03,303
2019-07-03,301
2019-08-03,298
2019-09-03,273
2019-10-03,262
2019-11-03,317
2019-12-03,290
2019-13-03,309
2019-14-03,279
2019-15-03,312
2019-16-03,292
2019-17-03,286
2019-18-03,281
2019-19-03,314
2019-20-03,300
2019-21-03,328
2019-22-03,332
2019-23-03,308
2019-24-03,275
2019-25-03,290
2019-26-03,309
2019-27-03,292
2019-28-03,311
2019-29-03,295
2019-30-03,256
2019-31-03,254
2019-01-04,330
2019-02-04,301
2019-03-04,356
2019-04-04,294
2019-05-04,307
2019-06-04,270
2019-07-04,270
2019-08-04,328
2019-09-04,337
2019-10-04,352
2019-11-04,300
2019-12-04,325
2019-13-04,293
2019-14-04,295
2019-15-04,375
2019-16-04,382
2019-17-04,342
2019-18-04,340
2019-19-04,355
2019-20-04,303
2019-21-04,278
2019-22-04,367
2019-23-04,343
2019-24-04,348
2019-25-04,344
2019-26-04,389
2019-27-04,353
2019-28-04,326
2019-29-04,363
2019-30-04,355
2019-01-05,368
2019-02-05,333
2019-03-05,362
2019-04-05,342
2019-05-05,316
2019-06-05,313
2019-07-05,327
2019-08-05,360
2019-09-05,336
2019-10-05,349
2019-11-05,319
2019-12-05,321
2019-13-05,347
2019-14-05,358
2019-15-05,343
2019-16-05,350
2019-17-05,368
2019-18-05,307
2019-19-05,254
2019-20-05,365
2019-21-05,325
2019-22-05,339
2019-23-05,331
2019-24-05,377
2019-25-05,286
2019-26-05,306
2019-27-05,266
2019-28-05,287
2019-29-05,325
2019-30-05,324
2019-31-05,342
2019-01-06,298
2019-02-06,311
2019-03-06,311
2019-04-06,332
2019-05-06,350
2019-06-06,303
2019-07-06,342
2019-08-06,310
2019-09-06,268
2019-10-06,325
2019-11-06,321
2019-12-06,363
2019-13-06,331
2019-14-06,336
2019-15-06,294
2019-16-06,276
2019-17-06,293
2019-18-06,304
2019-19-06,290
2019-20-06,286
2019-21-06,319
2019-22-06,322
2019-23-06,262
2019-24-06,310
2019-25-06,319
2019-26-06,309
2019-27-06,297
2019-28-06,332
2019-29-06,280
2019-30-06,270
2019-01-07,347
2019-02-07,347
2019-03-07,315
2019-04-07,293
2019-05-07,308
2019-06-07,291
2019-07-07,268
2019-08-07,308
2019-09-07,310
2019-10-07,321
2019-11-07,283
2019-12-07,304
2019-13-07,255
2019-14-07,247
2019-15-07,271
2019-16-07,309
2019-17-07,285
2019-18-07,327
2019-19-07,331
2019-20-07,289
2019-21-07,290
2019-22-07,309
2019-23-07,328
2019-24-07,306
2019-25-07,304
2019-26-07,304
2019-27-07,280
2019-28-07,249
2019-29-07,257
2019-30-07,268
2019-31-07,307
2019-01-08,306
2019-02-08,341
2019-03-08,290
2019-04-08,285
2019-05-08,327
2019-06-08,316
2019-07-08,329
2019-08-08,333
2019-09-08,363
2019-10-08,317
2019-11-08,308
2019-12-08,347
2019-13-08,357
2019-14-08,375
2019-15-08,356
2019-16-08,368
2019-17-08,352
2019-18-08,336
2019-19-08,376
2019-20-08,361
2019-21-08,394
2019-22-08,363
2019-23-08,347
2019-24-08,355
2019-25-08,329
2019-26-08,339
2019-27-08,357
2019-28-08,374
2019-29-08,372
2019-30-08,373
2019-31-08,339
2019-01-09,331
2019-02-09,303
2019-03-09,343
2019-04-09,354
2019-05-09,369
2019-06-09,383
2019-07-09,341
2019-08-09,332
2019-09-09,338
2019-10-09,365
2019-11-09,368
2019-12-09,342
2019-13-09,389
2019-14-09,374
2019-15-09,271
2019-16-09,296
2019-17-09,341
2019-18-09,370
2019-19-09,374
2019-20-09,341
2019-21-09,349
2019-22-09,292
2019-23-09,297
2019-24-09,341
2019-25-09,325
2019-26-09,311
2019-27-09,350
2019-28-09,292
2019-29-09,246
2019-30-09,296
2019-01-10,339
2019-02-10,340
2019-03-10,329
2019-04-10,338
2019-05-10,301
2019-06-10,264
2019-07-10,299
2019-08-10,311
2019-09-10,279
2019-10-10,294
2019-11-10,301
2019-12-10,267
2019-13-10,252
2019-14-10,297
2019-15-10,339
2019-16-10,342
2019-17-10,332
2019-18-10,308
2019-19-10,287
2019-20-10,245
2019-21-10,356
2019-22-10,297
2019-23-10,359
2019-24-10,327
2019-25-10,339
2019-26-10,286
2019-27-10,251
2019-28-10,301
2019-29-10,341
2019-30-10,325
2019-31-10,318
2019-01-11,329
2019-02-11,271
2019-03-11,299
2019-04-11,320
2019-05-11,338
2019-06-11,337
2019-07-11,328
2019-08-11,361
2019-09-11,294
2019-10-11,275
2019-11-11,326
2019-12-11,336
2019-13-11,354
2019-14-11,342
2019-15-11,352
2019-16-11,300
2019-17-11,287
2019-18-11,328
2019-19-11,318
2019-20-11,326
2019-21-11,349
2019-22-11,361
2019-23-11,273
2019-24-11,282
2019-25-11,351
2019-26-11,306
2019-27-11,305
2019-28-11,237
2019-29-11,286
2019-30-11,248
2019-01-12,267
2019-02-12,339
2019-03-12,319
2019-04-12,315
2019-05-12,344
2019-06-12,380
2019-07-12,338
2019-08-12,318
2019-09-12,362
2019-10-12,394
2019-11-12,384
2019-12-12,434
2019-13-12,430
2019-14-12,364
2019-15-12,339
2019-16-12,386
2019-17-12,387
2019-18-12,395
2019-19-12,386
2019-20-12,398
2019-21-12,339
2019-22-12,344
2019-23-12,395
