Date,number
2019-01-01,334
2019-02-01,472
2019-03-01,392
2019-04-01,510
2019-05-01,464
2019-06-01,383
2019-07-01,414
2019-08-01,484
2019-09-01,512
2019-10-01,534
2019-11-01,531
2019-12-01,477
2019-13-01,404
2019-14-01,458
2019-15-01,515
2019-16-01,474
2019-17-01,469
2019-18-01,496
2019-19-01,411
2019-20-01,394
2019-21-01,470
2019-22-01,461
2019-23-01,474
2019-24-01,463
2019-25-01,531
2019-26-01,458
2019-27-01,386
2019-28-01,486
2019-29-01,512
2019-30-01,455
2019-31-01,463
2019-01-02,516
2019-02-02,467
2019-03-02,369
2019-04-02,469
2019-05-02,461
2019-06-02,461
2019-07-02,467
2019-08-02,537
2019-09-02,410
2019-10-02,387
2019-11-02,468
2019-12-02,465
2019-13-02,499
2019-14-02,478
2019-15-02,532
2019-16-02,420
2019-17-02,377
2019-18-02,451
2019-19-02,432
2019-20-02,439
2019-21-02,524
2019-22-02,570
2019-23-02,471
2019-24-02,443
2019-25-02,460
2019-26-02,500
2019-27-02,354
2019-28-02,487
2019-01-03,543
2019-02-03,466
2019-03-03,385
2019-04-03,460
2019-05-03,513
2019-06-03,524
2019-07-03,517
2019-08-03,560
2019-09-03,499
2019-10-03,422
2019-11-03,494
2019-12-03,467
2019-13-03,537
2019-14-03,473
2019-15-03,584
2019-16-03,458
2019-17-03,450
2019-18-03,502
2019-19-03,487
2019-20-03,532
2019-21-03,493
2019-22-03,500
2019-23-03,424
2019-24-03,479
2019-25-03,483
2019-26-03,488
2019-27-03,496
2019-28-03,529
2019-29-03,514
2019-30-03,452
2019-31-03,416
2019-01-04,499
2019-02-04,507
2019-03-04,551
2019-04-04,531
2019-05-04,559
2019-06-04,520
2019-07-04,470
2019-08-04,532
2019-09-04,482
2019-10-04,516
2019-11-04,501
2019-12-04,577
2019-13-04,476
2019-14-04,441
2019-15-04,529
2019-16-04,527
2019-17-04,567
2019-18-04,585
2019-19-04,604
2019-20-04,538
2019-21-04,450
2019-22-04,573
2019-23-04,537
2019-24-04,556
2019-25-04,599
2019-26-04,638
2019-27-04,577
2019-28-04,527
2019-29-04,573
2019-30-04,555
2019-01-05,601
2019-02-05,605
2019-03-05,630
2019-04-05,584
2019-05-05,521
2019-06-05,605
2019-07-05,640
2019-08-05,646
2019-09-05,624
2019-10-05,676
2019-11-05,556
2019-12-05,512
2019-13-05,569
2019-14-05,584
2019-15-05,611
2019-16-05,602
2019-17-05,682
2019-18-05,582
2019-19-05,504
2019-20-05,477
2019-21-05,561
2019-22-05,574
2019-23-05,532
2019-24-05,589
2019-25-05,553
2019-26-05,542
2019-27-05,501
2019-28-05,616
2019-29-05,578
2019-30-05,595
2019-31-05,684
2019-01-06,652
2019-02-06,523
2019-03-06,609
2019-04-06,601
2019-05-06,634
2019-06-06,575
2019-07-06,604
2019-08-06,568
2019-09-06,518
2019-10-06,594
2019-11-06,573
2019-12-06,511
2019-13-06,509
2019-14-06,582
2019-15-06,604
2019-16-06,539
2019-17-06,595
2019-18-06,601
2019-19-06,604
2019-20-06,634
2019-21-06,605
2019-22-06,608
