Date,number
2019-01-01,203
2019-02-01,261
2019-03-01,247
2019-04-01,260
2019-05-01,229
2019-06-01,207
2019-07-01,233
2019-08-01,234
2019-09-01,265
2019-10-01,261
2019-11-01,274
2019-12-01,245
2019-13-01,202
2019-14-01,233
2019-15-01,245
2019-16-01,270
2019-17-01,272
2019-18-01,289
2019-19-01,244
2019-20-01,197
2019-21-01,248
2019-22-01,285
2019-23-01,255
2019-24-01,265
2019-25-01,285
2019-26-01,240
2019-27-01,192
2019-28-01,283
2019-29-01,231
2019-30-01,265
2019-31-01,252
2019-01-02,285
2019-02-02,246
2019-03-02,203
2019-04-02,249
2019-05-02,233
2019-06-02,258
2019-07-02,270
2019-08-02,293
2019-09-02,239
2019-10-02,236
2019-11-02,293
2019-12-02,282
2019-13-02,286
2019-14-02,285
2019-15-02,309
2019-16-02,257
2019-17-02,224
2019-18-02,269
2019-19-02,278
2019-20-02,301
2019-21-02,287
2019-22-02,298
2019-23-02,278
2019-24-02,227
2019-25-02,308
2019-26-02,288
2019-27-02,301
2019-28-02,289
2019-01-03,336
2019-02-03,310
2019-03-03,268
2019-04-03,275
2019-05-03,274
2019-06-03,306
2019-07-03,307
2019-08-03,322
2019-09-03,264
2019-10-03,245
2019-11-03,276
2019-12-03,292
2019-13-03,299
2019-14-03,308
2019-15-03,319
2019-16-03,279
2019-17-03,227
2019-18-03,298
2019-19-03,320
2019-20-03,298
2019-21-03,310
2019-22-03,315
2019-23-03,263
2019-24-03,256
2019-25-03,266
2019-26-03,290
2019-27-03,295
2019-28-03,298
2019-29-03,309
2019-30-03,277
2019-31-03,238
2019-01-04,302
2019-02-04,307
2019-03-04,309
2019-04-04,305
2019-05-04,370
2019-06-04,335
2019-07-04,299
2019-08-04,324
2019-09-04,338
2019-10-04,330
2019-11-04,320
2019-12-04,326
2019-13-04,299
2019-14-04,267
2019-15-04,316
2019-16-04,318
2019-17-04,347
2019-18-04,366
2019-19-04,345
2019-20-04,276
2019-21-04,279
2019-22-04,336
2019-23-04,338
2019-24-04,345
2019-25-04,370
2019-26-04,364
2019-27-04,310
2019-28-04,258
2019-29-04,350
2019-30-04,329
2019-01-05,349
2019-02-05,342
2019-03-05,379
2019-04-05,291
2019-05-05,281
2019-06-05,360
2019-07-05,357
2019-08-05,357
2019-09-05,372
2019-10-05,393
2019-11-05,336
2019-12-05,296
2019-13-05,336
2019-14-05,345
2019-15-05,338
2019-16-05,333
2019-17-05,378
2019-18-05,319
2019-19-05,270
2019-20-05,335
2019-21-05,296
2019-22-05,351
2019-23-05,332
2019-24-05,376
2019-25-05,304
2019-26-05,290
2019-27-05,257
2019-28-05,311
2019-29-05,329
2019-30-05,347
2019-31-05,341
2019-01-06,333
2019-02-06,297
2019-03-06,351
2019-04-06,382
2019-05-06,364
2019-06-06,389
2019-07-06,399
2019-08-06,348
2019-09-06,323
2019-10-06,419
2019-11-06,364
2019-12-06,395
2019-13-06,363
2019-14-06,388
2019-15-06,354
2019-16-06,307
2019-17-06,390
2019-18-06,396
2019-19-06,414
2019-20-06,378
2019-21-06,431
2019-22-06,371
2019-23-06,330
2019-24-06,298
2019-25-06,286
2019-26-06,342
2019-27-06,341
2019-28-06,338
2019-29-06,311
2019-30-06,260
2019-01-07,312
2019-02-07,324
2019-03-07,339
2019-04-07,250
2019-05-07,324
2019-06-07,295
2019-07-07,232
2019-08-07,343
2019-09-07,335
2019-10-07,327
2019-11-07,316
2019-12-07,332
2019-13-07,247
2019-14-07,226
2019-15-07,293
2019-16-07,286
2019-17-07,269
2019-18-07,285
2019-19-07,316
2019-20-07,311
2019-21-07,263
2019-22-07,289
2019-23-07,289
2019-24-07,276
2019-25-07,298
2019-26-07,367
2019-27-07,311
2019-28-07,241
2019-29-07,279
2019-30-07,318
2019-31-07,301
2019-01-08,262
2019-02-08,324
2019-03-08,255
2019-04-08,244
2019-05-08,297
2019-06-08,297
2019-07-08,298
2019-08-08,311
2019-09-08,308
2019-10-08,270
2019-11-08,250
2019-12-08,301
2019-13-08,317
2019-14-08,296
2019-15-08,262
2019-16-08,311
2019-17-08,242
2019-18-08,212
2019-19-08,308
2019-20-08,298
2019-21-08,278
2019-22-08,288
2019-23-08,301
2019-24-08,248
2019-25-08,201
2019-26-08,291
2019-27-08,310
2019-28-08,308
2019-29-08,287
2019-30-08,304
2019-31-08,242
2019-01-09,234
2019-02-09,244
2019-03-09,298
2019-04-09,306
2019-05-09,269
2019-06-09,328
2019-07-09,329
2019-08-09,232
2019-09-09,273
2019-10-09,308
2019-11-09,297
2019-12-09,332
2019-13-09,316
2019-14-09,296
2019-15-09,251
2019-16-09,274
2019-17-09,303
2019-18-09,317
2019-19-09,316
2019-20-09,347
2019-21-09,298
2019-22-09,233
2019-23-09,308
2019-24-09,325
2019-25-09,328
2019-26-09,294
2019-27-09,332
2019-28-09,320
2019-29-09,241
2019-30-09,289
2019-01-10,306
2019-02-10,288
2019-03-10,255
2019-04-10,313
2019-05-10,244
2019-06-10,208
2019-07-10,217
2019-08-10,234
2019-09-10,282
2019-10-10,291
2019-11-10,275
2019-12-10,249
2019-13-10,230
2019-14-10,227
2019-15-10,245
2019-16-10,270
2019-17-10,274
2019-18-10,284
2019-19-10,233
2019-20-10,198
2019-21-10,239
2019-22-10,245
2019-23-10,287
2019-24-10,272
2019-25-10,279
2019-26-10,240
2019-27-10,211
2019-28-10,268
2019-29-10,278
2019-30-10,260
2019-31-10,279
2019-01-11,320
2019-02-11,271
2019-03-11,219
2019-04-11,244
2019-05-11,256
2019-06-11,270
2019-07-11,302
2019-08-11,276
2019-09-11,254
2019-10-11,217
2019-11-11,281
2019-12-11,263
2019-13-11,236
2019-14-11,260
2019-15-11,294
2019-16-11,264
2019-17-11,208
2019-18-11,241
2019-19-11,261
2019-20-11,265
2019-21-11,263
2019-22-11,289
2019-23-11,261
2019-24-11,224
2019-25-11,276
2019-26-11,280
2019-27-11,281
2019-28-11,192
2019-29-11,278
2019-30-11,243
2019-01-12,232
2019-02-12,260
2019-03-12,266
2019-04-12,271
2019-05-12,268
2019-06-12,282
2019-07-12,241
2019-08-12,214
2019-09-12,255
2019-10-12,251
2019-11-12,281
2019-12-12,302
2019-13-12,304
2019-14-12,250
2019-15-12,239
2019-16-12,276
2019-17-12,245
2019-18-12,260
2019-19-12,280
2019-20-12,293
2019-21-12,231
2019-22-12,221
2019-23-12,284
