Date,number
2019-01-01,327
2019-02-01,400
2019-03-01,443
2019-04-01,433
2019-05-01,389
2019-06-01,354
2019-07-01,334
2019-08-01,402
2019-09-01,393
2019-10-01,463
2019-11-01,467
2019-12-01,442
2019-13-01,376
2019-14-01,425
2019-15-01,439
2019-16-01,407
2019-17-01,426
2019-18-01,477
2019-19-01,390
2019-20-01,362
2019-21-01,414
2019-22-01,404
2019-23-01,395
2019-24-01,402
2019-25-01,431
2019-26-01,419
2019-27-01,381
2019-28-01,438
2019-29-01,440
2019-30-01,444
2019-31-01,448
2019-01-02,487
2019-02-02,415
2019-03-02,359
2019-04-02,445
2019-05-02,440
2019-06-02,441
2019-07-02,477
2019-08-02,454
2019-09-02,392
2019-10-02,370
2019-11-02,408
2019-12-02,430
2019-13-02,488
2019-14-02,468
2019-15-02,487
2019-16-02,451
2019-17-02,383
2019-18-02,447
2019-19-02,446
2019-20-02,463
2019-21-02,472
2019-22-02,443
2019-23-02,428
2019-24-02,370
2019-25-02,439
2019-26-02,443
2019-27-02,444
2019-28-02,433
2019-01-03,495
2019-02-03,490
2019-03-03,409
2019-04-03,454
2019-05-03,448
2019-06-03,461
2019-07-03,474
2019-08-03,424
2019-09-03,431
2019-10-03,371
2019-11-03,472
2019-12-03,477
2019-13-03,462
2019-14-03,502
2019-15-03,519
2019-16-03,450
2019-17-03,408
2019-18-03,458
2019-19-03,457
2019-20-03,461
2019-21-03,492
2019-22-03,488
2019-23-03,441
2019-24-03,377
2019-25-03,468
2019-26-03,448
2019-27-03,447
2019-28-03,461
2019-29-03,518
2019-30-03,463
2019-31-03,359
2019-01-04,438
2019-02-04,453
2019-03-04,472
2019-04-04,529
2019-05-04,522
2019-06-04,461
2019-07-04,416
2019-08-04,464
2019-09-04,457
2019-10-04,481
2019-11-04,507
2019-12-04,537
2019-13-04,472
2019-14-04,429
2019-15-04,503
2019-16-04,496
2019-17-04,509
2019-18-04,532
2019-19-04,485
2019-20-04,494
2019-21-04,398
2019-22-04,495
2019-23-04,468
2019-24-04,453
2019-25-04,464
2019-26-04,495
2019-27-04,452
2019-28-04,438
2019-29-04,492
2019-30-04,460
2019-01-05,474
2019-02-05,482
2019-03-05,548
2019-04-05,506
2019-05-05,421
2019-06-05,483
2019-07-05,469
2019-08-05,499
2019-09-05,521
2019-10-05,552
2019-11-05,473
2019-12-05,439
2019-13-05,494
2019-14-05,504
2019-15-05,506
