Date,number
2019-01-01,262
2019-02-01,312
2019-03-01,325
2019-04-01,357
2019-05-01,353
2019-06-01,289
2019-07-01,247
2019-08-01,337
2019-09-01,328
2019-10-01,332
2019-11-01,409
2019-12-01,318
2019-13-01,297
2019-14-01,315
2019-15-01,337
2019-16-01,334
2019-17-01,353
2019-18-01,324
2019-19-01,305
2019-20-01,279
2019-21-01,306
2019-22-01,250
2019-23-01,325
2019-24-01,322
2019-25-01,353
2019-26-01,348
2019-27-01,302
2019-28-01,298
2019-29-01,341
2019-30-01,260
2019-31-01,316
2019-01-02,371
2019-02-02,361
2019-03-02,324
2019-04-02,309
2019-05-02,341
2019-06-02,339
2019-07-02,328
2019-08-02,375
2019-09-02,363
2019-10-02,332
2019-11-02,325
2019-12-02,330
2019-13-02,383
2019-14-02,382
2019-15-02,357
2019-16-02,315
2019-17-02,282
2019-18-02,320
2019-19-02,351
2019-20-02,289
2019-21-02,350
2019-22-02,363
2019-23-02,249
2019-24-02,218
2019-25-02,278
2019-26-02,314
2019-27-02,326
2019-28-02,324
2019-01-03,362
2019-02-03,345
2019-03-03,269
2019-04-03,305
2019-05-03,331
2019-06-03,341
2019-07-03,294
2019-08-03,371
2019-09-03,365
2019-10-03,298
2019-11-03,314
2019-12-03,348
2019-13-03,360
2019-14-03,361
2019-15-03,367
2019-16-03,349
2019-17-03,323
2019-18-03,326
2019-19-03,350
2019-20-03,376
2019-21-03,331
2019-22-03,371
2019-23-03,353
2019-24-03,313
2019-25-03,333
2019-26-03,379
2019-27-03,324
2019-28-03,327
2019-29-03,371
2019-30-03,359
2019-31-03,342
2019-01-04,341
2019-02-04,375
2019-03-04,375
2019-04-04,368
2019-05-04,389
2019-06-04,368
2019-07-04,339
2019-08-04,341
2019-09-04,356
2019-10-04,367
2019-11-04,363
2019-12-04,376
2019-13-04,404
2019-14-04,387
2019-15-04,370
2019-16-04,373
2019-17-04,373
2019-18-04,405
2019-19-04,360
2019-20-04,396
2019-21-04,338
2019-22-04,364
2019-23-04,355
2019-24-04,371
2019-25-04,414
2019-26-04,443
2019-27-04,391
2019-28-04,349
2019-29-04,346
2019-30-04,337
2019-01-05,354
2019-02-05,370
2019-03-05,435
2019-04-05,435
2019-05-05,367
2019-06-05,401
2019-07-05,346
2019-08-05,371
2019-09-05,369
2019-10-05,419
2019-11-05,432
2019-12-05,383
2019-13-05,374
2019-14-05,431
2019-15-05,415
2019-16-05,421
2019-17-05,501
2019-18-05,455
2019-19-05,397
2019-20-05,388
2019-21-05,371
2019-22-05,408
2019-23-05,428
2019-24-05,513
2019-25-05,421
2019-26-05,408
2019-27-05,356
2019-28-05,407
2019-29-05,431
2019-30-05,428
2019-31-05,394
2019-01-06,412
2019-02-06,429
2019-03-06,425
2019-04-06,432
2019-05-06,441
2019-06-06,420
2019-07-06,470
2019-08-06,417
2019-09-06,399
2019-10-06,430
2019-11-06,412
2019-12-06,433
2019-13-06,403
2019-14-06,452
2019-15-06,415
2019-16-06,415
2019-17-06,436
2019-18-06,419
2019-19-06,392
2019-20-06,410
2019-21-06,424
2019-22-06,459
2019-23-06,379
2019-24-06,373
2019-25-06,411
2019-26-06,396
2019-27-06,383
2019-28-06,429
2019-29-06,361
2019-30-06,361
2019-01-07,376
2019-02-07,418
2019-03-07,439
2019-04-07,372
2019-05-07,431
2019-06-07,392
2019-07-07,372
2019-08-07,376
2019-09-07,379
2019-10-07,402
2019-11-07,416
2019-12-07,430
2019-13-07,428
2019-14-07,372
2019-15-07,387
2019-16-07,396
2019-17-07,384
2019-18-07,421
2019-19-07,406
2019-20-07,414
2019-21-07,380
2019-22-07,371
2019-23-07,365
2019-24-07,429
2019-25-07,408
2019-26-07,436
2019-27-07,394
2019-28-07,332
2019-29-07,400
2019-30-07,374
2019-31-07,431
2019-01-08,382
2019-02-08,445
2019-03-08,381
2019-04-08,348
2019-05-08,411
2019-06-08,417
2019-07-08,418
2019-08-08,415
2019-09-08,412
2019-10-08,411
2019-11-08,384
2019-12-08,394
2019-13-08,438
2019-14-08,460
2019-15-08,410
2019-16-08,425
2019-17-08,442
2019-18-08,379
2019-19-08,401
2019-20-08,424
2019-21-08,406
2019-22-08,408
2019-23-08,479
2019-24-08,448
2019-25-08,401
2019-26-08,402
2019-27-08,399
2019-28-08,410
2019-29-08,427
2019-30-08,515
2019-31-08,396
2019-01-09,380
2019-02-09,332
2019-03-09,409
2019-04-09,435
2019-05-09,428
2019-06-09,490
2019-07-09,403
2019-08-09,414
2019-09-09,401
2019-10-09,417
2019-11-09,458
2019-12-09,447
2019-13-09,486
2019-14-09,433
2019-15-09,395
2019-16-09,420
2019-17-09,435
2019-18-09,437
2019-19-09,431
2019-20-09,485
2019-21-09,441
2019-22-09,383
2019-23-09,441
2019-24-09,445
2019-25-09,458
2019-26-09,459
2019-27-09,482
2019-28-09,458
2019-29-09,401
2019-30-09,400
2019-01-10,428
2019-02-10,435
2019-03-10,455
2019-04-10,535
2019-05-10,481
2019-06-10,401
2019-07-10,416
2019-08-10,400
2019-09-10,437
2019-10-10,414
2019-11-10,482
2019-12-10,414
2019-13-10,376
2019-14-10,374
2019-15-10,414
2019-16-10,441
2019-17-10,463
2019-18-10,456
2019-19-10,445
2019-20-10,389
2019-21-10,380
2019-22-10,384
2019-23-10,418
2019-24-10,396
2019-25-10,451
2019-26-10,414
2019-27-10,394
2019-28-10,380
2019-29-10,397
2019-30-10,357
2019-31-10,354
2019-01-11,462
2019-02-11,393
2019-03-11,364
2019-04-11,372
2019-05-11,397
2019-06-11,396
2019-07-11,404
2019-08-11,479
2019-09-11,401
2019-10-11,370
2019-11-11,394
2019-12-11,410
2019-13-11,415
2019-14-11,409
2019-15-11,476
2019-16-11,400
2019-17-11,378
2019-18-11,410
2019-19-11,386
2019-20-11,419
2019-21-11,412
2019-22-11,463
2019-23-11,376
2019-24-11,375
2019-25-11,423
2019-26-11,391
2019-27-11,415
2019-28-11,308
2019-29-11,371
2019-30-11,395
2019-01-12,355
2019-02-12,395
2019-03-12,368
2019-04-12,419
2019-05-12,413
2019-06-12,423
2019-07-12,420
2019-08-12,361
2019-09-12,398
2019-10-12,388
2019-11-12,400
2019-12-12,432
2019-13-12,435
2019-14-12,441
2019-15-12,339
2019-16-12,393
2019-17-12,401
2019-18-12,426
2019-19-12,450
2019-20-12,493
2019-21-12,439
2019-22-12,342
2019-23-12,416
