Date,number
2019-01-01,82
2019-02-01,94
2019-03-01,96
2019-04-01,98
2019-05-01,92
2019-06-01,94
2019-07-01,97
2019-08-01,100
2019-09-01,101
2019-10-01,97
2019-11-01,102
2019-12-01,99
2019-13-01,84
2019-14-01,98
2019-15-01,93
2019-16-01,99
2019-17-01,111
2019-18-01,129
2019-19-01,86
2019-20-01,89
2019-21-01,92
2019-22-01,109
2019-23-01,102
2019-24-01,126
2019-25-01,108
2019-26-01,101
2019-27-01,112
2019-28-01,88
2019-29-01,105
2019-30-01,86
2019-31-01,95
2019-01-02,116
2019-02-02,110
2019-03-02,92
2019-04-02,109
2019-05-02,122
2019-06-02,83
2019-07-02,111
2019-08-02,119
2019-09-02,110
2019-10-02,107
2019-11-02,104
2019-12-02,82
2019-13-02,104
2019-14-02,108
2019-15-02,96
2019-16-02,86
2019-17-02,85
2019-18-02,87
2019-19-02,114
2019-20-02,108
2019-21-02,84
2019-22-02,102
2019-23-02,114
2019-24-02,100
2019-25-02,106
2019-26-02,98
2019-27-02,110
2019-28-02,112
2019-01-03,121
2019-02-03,98
2019-03-03,92
2019-04-03,107
2019-05-03,112
2019-06-03,116
2019-07-03,116
2019-08-03,113
2019-09-03,114
2019-10-03,99
2019-11-03,114
2019-12-03,103
2019-13-03,101
2019-14-03,104
2019-15-03,110
2019-16-03,111
2019-17-03,92
2019-18-03,110
2019-19-03,116
2019-20-03,109
2019-21-03,113
2019-22-03,122
2019-23-03,117
2019-24-03,104
2019-25-03,117
2019-26-03,109
2019-27-03,111
2019-28-03,114
2019-29-03,134
2019-30-03,105
2019-31-03,93
2019-01-04,89
2019-02-04,104
2019-03-04,103
2019-04-04,98
2019-05-04,110
2019-06-04,100
2019-07-04,110
2019-08-04,116
2019-09-04,94
2019-10-04,92
2019-11-04,106
2019-12-04,109
2019-13-04,132
2019-14-04,105
2019-15-04,107
2019-16-04,99
2019-17-04,109
2019-18-04,114
2019-19-04,92
2019-20-04,104
2019-21-04,74
2019-22-04,97
2019-23-04,91
2019-24-04,93
2019-25-04,107
2019-26-04,124
2019-27-04,114
2019-28-04,99
2019-29-04,96
2019-30-04,92
2019-01-05,121
2019-02-05,115
2019-03-05,130
2019-04-05,106
2019-05-05,120
2019-06-05,126
2019-07-05,111
2019-08-05,133
2019-09-05,129
2019-10-05,124
2019-11-05,139
2019-12-05,96
2019-13-05,115
2019-14-05,118
2019-15-05,126
2019-16-05,117
2019-17-05,129
2019-18-05,120
2019-19-05,109
2019-20-05,120
2019-21-05,126
2019-22-05,118
2019-23-05,125
2019-24-05,138
2019-25-05,115
2019-26-05,106
2019-27-05,111
2019-28-05,115
2019-29-05,115
2019-30-05,122
2019-31-05,126
2019-01-06,111
2019-02-06,106
2019-03-06,111
2019-04-06,119
2019-05-06,127
2019-06-06,130
2019-07-06,135
2019-08-06,129
2019-09-06,126
2019-10-06,119
2019-11-06,115
2019-12-06,124
2019-13-06,139
2019-14-06,142
2019-15-06,134
2019-16-06,118
2019-17-06,113
2019-18-06,128
2019-19-06,121
2019-20-06,132
2019-21-06,133
2019-22-06,138
2019-23-06,111
2019-24-06,119
2019-25-06,107
2019-26-06,111
2019-27-06,105
2019-28-06,135
2019-29-06,123
2019-30-06,101
2019-01-07,110
2019-02-07,112
2019-03-07,111
2019-04-07,108
2019-05-07,125
2019-06-07,113
2019-07-07,126
2019-08-07,116
2019-09-07,119
2019-10-07,105
2019-11-07,115
2019-12-07,117
2019-13-07,101
2019-14-07,109
2019-15-07,126
2019-16-07,119
2019-17-07,103
2019-18-07,109
2019-19-07,125
2019-20-07,108
2019-21-07,114
2019-22-07,107
2019-23-07,123
2019-24-07,110
2019-25-07,107
2019-26-07,131
2019-27-07,123
2019-28-07,96
2019-29-07,107
2019-30-07,118
2019-31-07,123
2019-01-08,123
2019-02-08,126
2019-03-08,122
2019-04-08,122
2019-05-08,109
2019-06-08,116
2019-07-08,118
2019-08-08,123
2019-09-08,141
2019-10-08,140
2019-11-08,108
2019-12-08,132
2019-13-08,123
2019-14-08,111
2019-15-08,123
2019-16-08,110
2019-17-08,118
2019-18-08,119
2019-19-08,126
2019-20-08,113
2019-21-08,145
2019-22-08,143
2019-23-08,160
2019-24-08,143
2019-25-08,116
2019-26-08,126
2019-27-08,143
2019-28-08,128
2019-29-08,157
2019-30-08,151
2019-31-08,126
2019-01-09,137
2019-02-09,133
2019-03-09,145
2019-04-09,150
2019-05-09,146
2019-06-09,145
2019-07-09,132
2019-08-09,124
2019-09-09,141
2019-10-09,162
2019-11-09,153
2019-12-09,146
2019-13-09,175
2019-14-09,148
2019-15-09,126
2019-16-09,140
2019-17-09,128
2019-18-09,146
2019-19-09,126
2019-20-09,123
2019-21-09,126
2019-22-09,117
2019-23-09,133
2019-24-09,135
2019-25-09,130
2019-26-09,141
2019-27-09,151
2019-28-09,138
2019-29-09,103
2019-30-09,147
2019-01-10,142
2019-02-10,139
2019-03-10,143
2019-04-10,136
2019-05-10,152
2019-06-10,100
2019-07-10,111
2019-08-10,134
2019-09-10,132
2019-10-10,118
2019-11-10,137
2019-12-10,123
2019-13-10,128
2019-14-10,119
2019-15-10,118
2019-16-10,131
2019-17-10,123
2019-18-10,148
2019-19-10,127
2019-20-10,115
2019-21-10,111
2019-22-10,120
2019-23-10,123
2019-24-10,133
2019-25-10,135
2019-26-10,123
2019-27-10,108
2019-28-10,103
2019-29-10,116
2019-30-10,128
2019-31-10,127
2019-01-11,154
2019-02-11,116
2019-03-11,101
2019-04-11,118
2019-05-11,114
2019-06-11,127
2019-07-11,114
2019-08-11,149
2019-09-11,150
2019-10-11,111
2019-11-11,118
2019-12-11,121
2019-13-11,105
2019-14-11,115
2019-15-11,128
2019-16-11,127
2019-17-11,116
2019-18-11,118
2019-19-11,108
2019-20-11,124
2019-21-11,131
2019-22-11,149
2019-23-11,123
2019-24-11,92
2019-25-11,118
2019-26-11,125
2019-27-11,130
2019-28-11,74
2019-29-11,105
2019-30-11,112
2019-01-12,89
2019-02-12,124
2019-03-12,121
2019-04-12,120
2019-05-12,120
2019-06-12,129
2019-07-12,125
2019-08-12,121
2019-09-12,106
2019-10-12,126
2019-11-12,119
2019-12-12,139
2019-13-12,149
2019-14-12,140
2019-15-12,124
2019-16-12,124
2019-17-12,125
2019-18-12,125
2019-19-12,139
2019-20-12,156
2019-21-12,121
2019-22-12,130
2019-23-12,129
