Date,number
2019-01-01,187
2019-02-01,201
2019-03-01,229
2019-04-01,215
2019-05-01,212
2019-06-01,228
2019-07-01,216
2019-08-01,197
2019-09-01,215
2019-10-01,229
2019-11-01,235
2019-12-01,213
2019-13-01,200
2019-14-01,210
2019-15-01,214
2019-16-01,239
2019-17-01,216
2019-18-01,189
2019-19-01,201
2019-20-01,180
2019-21-01,209
2019-22-01,211
2019-23-01,250
2019-24-01,226
2019-25-01,258
2019-26-01,210
2019-27-01,196
2019-28-01,217
2019-29-01,191
2019-30-01,183
2019-31-01,212
2019-01-02,228
2019-02-02,198
2019-03-02,201
2019-04-02,219
2019-05-02,238
2019-06-02,227
2019-07-02,220
2019-08-02,237
2019-09-02,186
2019-10-02,179
2019-11-02,227
2019-12-02,240
2019-13-02,219
2019-14-02,231
2019-15-02,244
2019-16-02,206
2019-17-02,190
2019-18-02,204
2019-19-02,211
2019-20-02,218
2019-21-02,220
2019-22-02,243
2019-23-02,220
2019-24-02,208
2019-25-02,213
2019-26-02,231
2019-27-02,204
2019-28-02,211
2019-01-03,216
2019-02-03,189
2019-03-03,202
2019-04-03,201
2019-05-03,196
2019-06-03,202
2019-07-03,197
2019-08-03,221
2019-09-03,179
2019-10-03,177
2019-11-03,203
2019-12-03,188
2019-13-03,208
2019-14-03,194
2019-15-03,196
2019-16-03,196
2019-17-03,184
2019-18-03,198
2019-19-03,179
2019-20-03,187
2019-21-03,194
2019-22-03,178
2019-23-03,172
2019-24-03,160
2019-25-03,173
2019-26-03,170
2019-27-03,178
2019-28-03,177
2019-29-03,191
2019-30-03,156
2019-31-03,153
2019-01-04,182
2019-02-04,180
2019-03-04,187
2019-04-04,201
2019-05-04,210
2019-06-04,195
2019-07-04,174
2019-08-04,186
2019-09-04,200
2019-10-04,197
2019-11-04,179
2019-12-04,201
2019-13-04,198
2019-14-04,162
2019-15-04,205
2019-16-04,204
2019-17-04,202
2019-18-04,202
2019-19-04,206
2019-20-04,186
2019-21-04,165
2019-22-04,189
2019-23-04,178
2019-24-04,206
2019-25-04,203
2019-26-04,216
2019-27-04,196
2019-28-04,175
2019-29-04,188
2019-30-04,196
2019-01-05,223
2019-02-05,228
2019-03-05,247
2019-04-05,228
2019-05-05,228
2019-06-05,202
2019-07-05,193
2019-08-05,232
2019-09-05,239
2019-10-05,222
2019-11-05,246
2019-12-05,231
2019-13-05,206
2019-14-05,223
2019-15-05,219
2019-16-05,239
2019-17-05,222
2019-18-05,206
2019-19-05,185
2019-20-05,201
2019-21-05,192
2019-22-05,210
2019-23-05,231
2019-24-05,231
2019-25-05,229
2019-26-05,195
2019-27-05,170
2019-28-05,198
2019-29-05,215
2019-30-05,211
2019-31-05,248
2019-01-06,188
2019-02-06,190
2019-03-06,213
2019-04-06,224
2019-05-06,222
2019-06-06,211
2019-07-06,224
2019-08-06,229
2019-09-06,208
2019-10-06,238
2019-11-06,221
2019-12-06,231
2019-13-06,239
2019-14-06,250
2019-15-06,239
2019-16-06,235
2019-17-06,210
2019-18-06,223
2019-19-06,202
