Date,number
2019-01-01,347
2019-02-01,454
2019-03-01,428
2019-04-01,478
2019-05-01,441
2019-06-01,386
2019-07-01,366
2019-08-01,410
2019-09-01,459
2019-10-01,464
2019-11-01,492
2019-12-01,457
2019-13-01,420
2019-14-01,423
2019-15-01,412
2019-16-01,429
2019-17-01,449
2019-18-01,490
2019-19-01,480
2019-20-01,393
2019-21-01,460
2019-22-01,439
2019-23-01,428
2019-24-01,438
2019-25-01,466
2019-26-01,471
2019-27-01,395
2019-28-01,464
2019-29-01,379
2019-30-01,412
2019-31-01,411
2019-01-02,449
2019-02-02,460
2019-03-02,401
2019-04-02,430
2019-05-02,456
2019-06-02,459
2019-07-02,473
2019-08-02,469
2019-09-02,519
2019-10-02,415
2019-11-02,482
2019-12-02,453
2019-13-02,488
2019-14-02,524
2019-15-02,502
2019-16-02,451
2019-17-02,421
2019-18-02,535
2019-19-02,515
2019-20-02,508
2019-21-02,510
2019-22-02,520
2019-23-02,474
2019-24-02,415
2019-25-02,450
2019-26-02,471
2019-27-02,490
2019-28-02,477
2019-01-03,524
2019-02-03,512
2019-03-03,437
2019-04-03,462
2019-05-03,523
2019-06-03,482
2019-07-03,484
2019-08-03,501
2019-09-03,511
2019-10-03,426
2019-11-03,520
2019-12-03,505
2019-13-03,531
2019-14-03,555
2019-15-03,578
2019-16-03,543
2019-17-03,470
2019-18-03,539
2019-19-03,496
2019-20-03,532
2019-21-03,525
2019-22-03,624
2019-23-03,584
2019-24-03,460
2019-25-03,507
2019-26-03,542
2019-27-03,542
2019-28-03,551
2019-29-03,581
2019-30-03,548
2019-31-03,458
2019-01-04,505
2019-02-04,552
2019-03-04,539
2019-04-04,561
2019-05-04,621
2019-06-04,558
2019-07-04,514
2019-08-04,566
2019-09-04,544
2019-10-04,519
2019-11-04,535
2019-12-04,593
2019-13-04,556
2019-14-04,496
2019-15-04,522
2019-16-04,536
2019-17-04,531
2019-18-04,576
2019-19-04,579
2019-20-04,545
2019-21-04,482
2019-22-04,597
2019-23-04,564
2019-24-04,562
2019-25-04,601
2019-26-04,659
2019-27-04,603
2019-28-04,529
2019-29-04,561
2019-30-04,554
2019-01-05,593
2019-02-05,561
2019-03-05,621
2019-04-05,566
2019-05-05,486
2019-06-05,569
2019-07-05,560
2019-08-05,563
2019-09-05,614
2019-10-05,565
2019-11-05,594
2019-12-05,530
2019-13-05,597
2019-14-05,538
2019-15-05,558
2019-16-05,598
2019-17-05,621
2019-18-05,584
2019-19-05,496
2019-20-05,575
2019-21-05,558
2019-22-05,539
2019-23-05,556
2019-24-05,543
2019-25-05,470
2019-26-05,468
2019-27-05,427
2019-28-05,493
2019-29-05,526
2019-30-05,561
2019-31-05,589
2019-01-06,603
2019-02-06,465
2019-03-06,566
2019-04-06,588
2019-05-06,576
2019-06-06,608
2019-07-06,662
2019-08-06,577
2019-09-06,568
2019-10-06,623
2019-11-06,618
2019-12-06,627
2019-13-06,586
2019-14-06,722
2019-15-06,566
2019-16-06,513
2019-17-06,624
2019-18-06,619
2019-19-06,638
2019-20-06,642
2019-21-06,687
2019-22-06,645
2019-23-06,574
2019-24-06,560
2019-25-06,532
2019-26-06,538
2019-27-06,565
2019-28-06,625
2019-29-06,589
2019-30-06,508
2019-01-07,525
2019-02-07,536
2019-03-07,622
2019-04-07,476
2019-05-07,552
2019-06-07,509
2019-07-07,455
2019-08-07,556
2019-09-07,558
2019-10-07,555
2019-11-07,625
2019-12-07,561
2019-13-07,573
2019-14-07,518
2019-15-07,522
2019-16-07,529
2019-17-07,554
2019-18-07,602
2019-19-07,606
2019-20-07,534
2019-21-07,476
2019-22-07,596
2019-23-07,568
2019-24-07,577
2019-25-07,569
2019-26-07,573
2019-27-07,500
2019-28-07,477
2019-29-07,527
2019-30-07,564
2019-31-07,527
2019-01-08,538
2019-02-08,588
2019-03-08,550
2019-04-08,442
2019-05-08,511
2019-06-08,491
2019-07-08,469
2019-08-08,562
2019-09-08,592
2019-10-08,526
2019-11-08,474
2019-12-08,511
2019-13-08,548
2019-14-08,553
2019-15-08,524
2019-16-08,626
2019-17-08,540
2019-18-08,468
2019-19-08,583
2019-20-08,543
2019-21-08,515
2019-22-08,537
2019-23-08,566
2019-24-08,500
2019-25-08,480
2019-26-08,514
2019-27-08,538
2019-28-08,539
2019-29-08,585
2019-30-08,656
2019-31-08,549
2019-01-09,540
2019-02-09,492
2019-03-09,557
2019-04-09,550
2019-05-09,545
2019-06-09,614
2019-07-09,598
2019-08-09,543
2019-09-09,583
2019-10-09,576
2019-11-09,595
2019-12-09,633
2019-13-09,666
2019-14-09,610
2019-15-09,550
2019-16-09,610
2019-17-09,563
2019-18-09,597
2019-19-09,586
2019-20-09,597
2019-21-09,571
2019-22-09,523
2019-23-09,527
2019-24-09,583
2019-25-09,569
2019-26-09,545
2019-27-09,605
2019-28-09,575
2019-29-09,527
2019-30-09,538
2019-01-10,569
2019-02-10,595
2019-03-10,540
2019-04-10,622
2019-05-10,525
2019-06-10,516
2019-07-10,539
2019-08-10,561
2019-09-10,530
2019-10-10,481
2019-11-10,541
2019-12-10,455
2019-13-10,462
2019-14-10,447
2019-15-10,489
2019-16-10,510
2019-17-10,485
2019-18-10,557
2019-19-10,452
2019-20-10,484
2019-21-10,455
2019-22-10,456
2019-23-10,473
2019-24-10,490
2019-25-10,494
2019-26-10,490
2019-27-10,496
2019-28-10,463
2019-29-10,463
2019-30-10,466
2019-31-10,462
2019-01-11,564
2019-02-11,505
2019-03-11,503
2019-04-11,496
2019-05-11,459
2019-06-11,482
2019-07-11,461
2019-08-11,563
2019-09-11,550
2019-10-11,506
2019-11-11,508
2019-12-11,527
2019-13-11,536
2019-14-11,537
2019-15-11,552
2019-16-11,542
2019-17-11,468
2019-18-11,534
2019-19-11,510
2019-20-11,534
2019-21-11,537
2019-22-11,553
2019-23-11,460
2019-24-11,446
2019-25-11,511
2019-26-11,525
2019-27-11,550
2019-28-11,438
2019-29-11,507
2019-30-11,466
2019-01-12,507
2019-02-12,511
2019-03-12,529
2019-04-12,588
2019-05-12,585
2019-06-12,693
2019-07-12,612
2019-08-12,541
2019-09-12,554
2019-10-12,528
2019-11-12,562
2019-12-12,583
2019-13-12,627
2019-14-12,554
2019-15-12,509
2019-16-12,605
2019-17-12,531
2019-18-12,591
2019-19-12,638
2019-20-12,604
2019-21-12,570
2019-22-12,539
2019-23-12,649
