Date,number
2019-01-01,267
2019-02-01,354
2019-03-01,367
2019-04-01,375
2019-05-01,327
2019-06-01,310
2019-07-01,312
2019-08-01,392
2019-09-01,404
2019-10-01,381
2019-11-01,448
2019-12-01,367
2019-13-01,314
2019-14-01,381
2019-15-01,366
2019-16-01,378
2019-17-01,380
2019-18-01,403
2019-19-01,337
2019-20-01,276
2019-21-01,341
2019-22-01,352
2019-23-01,334
2019-24-01,363
2019-25-01,382
2019-26-01,323
2019-27-01,312
2019-28-01,377
2019-29-01,282
2019-30-01,347
2019-31-01,338
2019-01-02,337
2019-02-02,361
2019-03-02,302
2019-04-02,351
2019-05-02,338
2019-06-02,368
2019-07-02,367
2019-08-02,375
2019-09-02,349
2019-10-02,306
2019-11-02,366
2019-12-02,344
2019-13-02,365
2019-14-02,348
2019-15-02,346
2019-16-02,301
2019-17-02,307
2019-18-02,341
2019-19-02,372
2019-20-02,400
2019-21-02,394
2019-22-02,401
2019-23-02,359
2019-24-02,367
2019-25-02,377
2019-26-02,371
2019-27-02,400
2019-28-02,366
2019-01-03,408
2019-02-03,376
2019-03-03,329
2019-04-03,399
2019-05-03,393
2019-06-03,383
2019-07-03,385
2019-08-03,410
2019-09-03,380
2019-10-03,357
2019-11-03,403
2019-12-03,367
2019-13-03,363
2019-14-03,408
2019-15-03,407
2019-16-03,378
2019-17-03,366
2019-18-03,378
2019-19-03,397
2019-20-03,402
2019-21-03,415
2019-22-03,446
2019-23-03,411
2019-24-03,348
2019-25-03,383
2019-26-03,384
2019-27-03,396
2019-28-03,398
2019-29-03,429
2019-30-03,380
2019-31-03,360
2019-01-04,391
2019-02-04,405
2019-03-04,403
2019-04-04,403
2019-05-04,401
2019-06-04,398
2019-07-04,358
2019-08-04,417
2019-09-04,415
2019-10-04,401
2019-11-04,420
2019-12-04,461
2019-13-04,453
2019-14-04,405
2019-15-04,436
2019-16-04,392
2019-17-04,417
2019-18-04,454
2019-19-04,424
2019-20-04,404
2019-21-04,373
2019-22-04,405
2019-23-04,449
2019-24-04,438
2019-25-04,449
2019-26-04,475
2019-27-04,465
2019-28-04,404
2019-29-04,418
2019-30-04,428
2019-01-05,483
2019-02-05,479
2019-03-05,488
2019-04-05,433
2019-05-05,425
2019-06-05,438
2019-07-05,456
2019-08-05,451
2019-09-05,472
2019-10-05,487
2019-11-05,433
2019-12-05,442
2019-13-05,457
2019-14-05,448
2019-15-05,450
2019-16-05,474
2019-17-05,446
2019-18-05,457
2019-19-05,415
2019-20-05,415
2019-21-05,427
2019-22-05,405
2019-23-05,476
2019-24-05,424
2019-25-05,405
2019-26-05,360
2019-27-05,358
2019-28-05,405
2019-29-05,423
2019-30-05,442
2019-31-05,447
2019-01-06,406
2019-02-06,394
2019-03-06,446
2019-04-06,442
2019-05-06,429
2019-06-06,470
2019-07-06,459
2019-08-06,450
2019-09-06,393
2019-10-06,428
2019-11-06,451
2019-12-06,420
2019-13-06,388
2019-14-06,493
2019-15-06,467
2019-16-06,438
2019-17-06,448
2019-18-06,428
2019-19-06,465
2019-20-06,477
2019-21-06,514
2019-22-06,448
2019-23-06,461
2019-24-06,428
2019-25-06,416
2019-26-06,432
2019-27-06,451
2019-28-06,483
2019-29-06,440
2019-30-06,368
2019-01-07,411
2019-02-07,440
2019-03-07,458
2019-04-07,391
2019-05-07,443
2019-06-07,498
2019-07-07,413
2019-08-07,479
2019-09-07,405
2019-10-07,433
2019-11-07,457
2019-12-07,458
2019-13-07,465
2019-14-07,421
2019-15-07,442
2019-16-07,430
2019-17-07,461
2019-18-07,511
2019-19-07,518
2019-20-07,464
2019-21-07,443
2019-22-07,418
2019-23-07,446
2019-24-07,483
2019-25-07,447
2019-26-07,465
2019-27-07,488
2019-28-07,425
2019-29-07,434
2019-30-07,428
2019-31-07,468
2019-01-08,491
2019-02-08,525
2019-03-08,472
2019-04-08,439
2019-05-08,466
2019-06-08,473
2019-07-08,474
2019-08-08,449
2019-09-08,538
2019-10-08,466
2019-11-08,419
2019-12-08,494
2019-13-08,480
2019-14-08,504
2019-15-08,536
2019-16-08,577
2019-17-08,493
2019-18-08,464
2019-19-08,472
2019-20-08,495
2019-21-08,522
2019-22-08,513
2019-23-08,517
2019-24-08,492
2019-25-08,450
2019-26-08,485
2019-27-08,469
2019-28-08,487
2019-29-08,521
2019-30-08,569
2019-31-08,475
2019-01-09,465
2019-02-09,438
2019-03-09,493
2019-04-09,507
2019-05-09,494
2019-06-09,549
2019-07-09,496
2019-08-09,455
2019-09-09,477
2019-10-09,473
2019-11-09,453
2019-12-09,533
2019-13-09,570
2019-14-09,497
2019-15-09,476
2019-16-09,503
2019-17-09,512
2019-18-09,512
2019-19-09,517
2019-20-09,517
2019-21-09,470
2019-22-09,455
2019-23-09,490
2019-24-09,465
2019-25-09,489
2019-26-09,483
2019-27-09,534
2019-28-09,489
2019-29-09,454
2019-30-09,493
2019-01-10,465
2019-02-10,480
2019-03-10,454
2019-04-10,480
2019-05-10,443
2019-06-10,394
2019-07-10,416
2019-08-10,441
2019-09-10,421
2019-10-10,464
2019-11-10,466
2019-12-10,371
2019-13-10,400
2019-14-10,440
2019-15-10,445
2019-16-10,435
2019-17-10,461
2019-18-10,409
2019-19-10,414
2019-20-10,389
2019-21-10,401
2019-22-10,411
2019-23-10,432
2019-24-10,417
2019-25-10,432
2019-26-10,464
2019-27-10,396
2019-28-10,420
2019-29-10,448
2019-30-10,413
2019-31-10,437
2019-01-11,496
2019-02-11,406
2019-03-11,416
2019-04-11,423
2019-05-11,437
2019-06-11,434
2019-07-11,449
2019-08-11,523
2019-09-11,447
2019-10-11,403
2019-11-11,424
2019-12-11,409
2019-13-11,447
2019-14-11,469
2019-15-11,520
2019-16-11,450
2019-17-11,392
2019-18-11,457
2019-19-11,481
2019-20-11,465
2019-21-11,484
2019-22-11,518
2019-23-11,455
2019-24-11,394
2019-25-11,469
2019-26-11,467
2019-27-11,461
2019-28-11,375
2019-29-11,463
2019-30-11,411
2019-01-12,384
2019-02-12,426
2019-03-12,461
2019-04-12,454
2019-05-12,505
2019-06-12,553
2019-07-12,474
2019-08-12,413
2019-09-12,466
2019-10-12,463
2019-11-12,463
2019-12-12,511
2019-13-12,544
2019-14-12,485
2019-15-12,456
2019-16-12,471
2019-17-12,479
2019-18-12,505
2019-19-12,496
2019-20-12,520
2019-21-12,478
2019-22-12,443
2019-23-12,481
