Date,number
2019-01-01,213
2019-02-01,254
2019-03-01,255
2019-04-01,265
2019-05-01,258
2019-06-01,253
2019-07-01,249
2019-08-01,283
2019-09-01,259
2019-10-01,251
2019-11-01,249
2019-12-01,259
2019-13-01,250
2019-14-01,267
2019-15-01,258
2019-16-01,259
2019-17-01,271
2019-18-01,277
2019-19-01,257
2019-20-01,235
2019-21-01,236
2019-22-01,253
2019-23-01,258
2019-24-01,256
2019-25-01,262
2019-26-01,235
2019-27-01,220
2019-28-01,274
2019-29-01,232
2019-30-01,256
2019-31-01,272
2019-01-02,360
2019-02-02,361
2019-03-02,328
2019-04-02,353
2019-05-02,325
2019-06-02,326
2019-07-02,345
2019-08-02,336
2019-09-02,352
2019-10-02,335
2019-11-02,329
2019-12-02,385
2019-13-02,341
2019-14-02,352
2019-15-02,368
2019-16-02,324
2019-17-02,314
2019-18-02,323
2019-19-02,371
2019-20-02,339
2019-21-02,377
2019-22-02,362
2019-23-02,351
2019-24-02,334
2019-25-02,322
2019-26-02,335
2019-27-02,348
2019-28-02,334
2019-01-03,363
2019-02-03,366
2019-03-03,306
2019-04-03,325
2019-05-03,330
2019-06-03,344
2019-07-03,350
2019-08-03,361
2019-09-03,339
2019-10-03,331
2019-11-03,346
2019-12-03,355
2019-13-03,360
2019-14-03,363
2019-15-03,367
2019-16-03,347
2019-17-03,319
2019-18-03,322
2019-19-03,329
2019-20-03,344
2019-21-03,334
2019-22-03,330
2019-23-03,324
2019-24-03,320
2019-25-03,314
2019-26-03,304
2019-27-03,308
2019-28-03,348
2019-29-03,349
2019-30-03,345
2019-31-03,300
2019-01-04,321
2019-02-04,330
2019-03-04,346
2019-04-04,347
2019-05-04,363
2019-06-04,355
2019-07-04,310
2019-08-04,343
2019-09-04,364
2019-10-04,357
2019-11-04,359
2019-12-04,383
2019-13-04,350
2019-14-04,333
2019-15-04,357
2019-16-04,370
2019-17-04,326
2019-18-04,362
2019-19-04,335
2019-20-04,321
2019-21-04,318
2019-22-04,368
2019-23-04,346
2019-24-04,359
2019-25-04,348
2019-26-04,366
2019-27-04,362
2019-28-04,331
2019-29-04,369
2019-30-04,340
2019-01-05,309
2019-02-05,299
2019-03-05,326
2019-04-05,342
2019-05-05,324
2019-06-05,307
2019-07-05,278
2019-08-05,297
2019-09-05,306
2019-10-05,356
2019-11-05,324
2019-12-05,320
2019-13-05,324
2019-14-05,310
2019-15-05,291
2019-16-05,294
2019-17-05,327
2019-18-05,287
2019-19-05,257
2019-20-05,259
2019-21-05,260
2019-22-05,278
2019-23-05,281
2019-24-05,310
2019-25-05,325
2019-26-05,276
2019-27-05,262
2019-28-05,272
2019-29-05,290
2019-30-05,285
2019-31-05,329
2019-01-06,324
2019-02-06,281
2019-03-06,281
2019-04-06,308
2019-05-06,310
2019-06-06,319
2019-07-06,353
2019-08-06,318
2019-09-06,272
2019-10-06,282
2019-11-06,285
2019-12-06,295
2019-13-06,271
2019-14-06,295
2019-15-06,301
2019-16-06,297
2019-17-06,302
2019-18-06,291
2019-19-06,295
2019-20-06,349
2019-21-06,326
2019-22-06,347
2019-23-06,327
2019-24-06,312
2019-25-06,281
2019-26-06,281
2019-27-06,285
2019-28-06,265
2019-29-06,261
2019-30-06,226
2019-01-07,294
2019-02-07,286
2019-03-07,304
2019-04-07,295
2019-05-07,292
2019-06-07,279
2019-07-07,273
2019-08-07,298
2019-09-07,273
2019-10-07,291
2019-11-07,281
2019-12-07,299
2019-13-07,315
2019-14-07,298
2019-15-07,322
2019-16-07,300
2019-17-07,336
2019-18-07,329
2019-19-07,292
2019-20-07,322
2019-21-07,286
2019-22-07,317
2019-23-07,329
2019-24-07,309
2019-25-07,304
2019-26-07,306
2019-27-07,273
2019-28-07,277
2019-29-07,290
2019-30-07,293
2019-31-07,288
2019-01-08,296
2019-02-08,304
2019-03-08,308
2019-04-08,276
2019-05-08,278
2019-06-08,280
2019-07-08,268
2019-08-08,284
2019-09-08,284
2019-10-08,268
2019-11-08,258
2019-12-08,282
2019-13-08,274
2019-14-08,281
2019-15-08,271
2019-16-08,298
2019-17-08,266
2019-18-08,258
2019-19-08,286
2019-20-08,312
2019-21-08,266
2019-22-08,261
2019-23-08,281
2019-24-08,250
2019-25-08,254
2019-26-08,265
2019-27-08,279
2019-28-08,294
2019-29-08,296
2019-30-08,322
2019-31-08,250
2019-01-09,342
2019-02-09,344
2019-03-09,363
2019-04-09,367
2019-05-09,360
2019-06-09,379
2019-07-09,375
2019-08-09,355
2019-09-09,340
2019-10-09,367
2019-11-09,367
2019-12-09,374
2019-13-09,393
2019-14-09,347
2019-15-09,336
2019-16-09,342
2019-17-09,373
2019-18-09,367
2019-19-09,352
2019-20-09,388
2019-21-09,365
2019-22-09,331
2019-23-09,349
2019-24-09,360
2019-25-09,314
2019-26-09,361
2019-27-09,438
2019-28-09,355
2019-29-09,356
2019-30-09,353
2019-01-10,354
2019-02-10,315
2019-03-10,312
2019-04-10,358
2019-05-10,318
2019-06-10,336
2019-07-10,320
2019-08-10,331
2019-09-10,300
2019-10-10,325
2019-11-10,359
2019-12-10,289
2019-13-10,329
2019-14-10,319
2019-15-10,360
2019-16-10,334
2019-17-10,343
2019-18-10,358
2019-19-10,328
2019-20-10,305
2019-21-10,333
2019-22-10,334
2019-23-10,345
2019-24-10,340
2019-25-10,360
2019-26-10,324
2019-27-10,333
2019-28-10,330
2019-29-10,324
2019-30-10,321
2019-31-10,340
2019-01-11,371
2019-02-11,320
2019-03-11,323
2019-04-11,335
2019-05-11,338
2019-06-11,331
2019-07-11,359
2019-08-11,364
2019-09-11,350
2019-10-11,354
2019-11-11,377
2019-12-11,361
2019-13-11,341
